"","D01","D02","D03","D04","D05","D06","D07","D08","D09","B01","B09","B02","B10","B03","B04","B05","B06","B07","B12","B11","B08"
"bin_m14.mtb172",0,0,0,0,0.133333333333333,0,0,0.272727272727273,0.0833333333333333,0,0,0,0.833333333333333,0.0606060606060606,0,0,0.518518518518518,0,0,0,0.666666666666667
"bin_m14.mtb203",0.0769230769230769,0,0,0,0.133333333333333,0,0,0.272727272727273,0,0,0,0.08,1,0.333333333333333,0,0,0.518518518518518,0,0,0,0.166666666666667
"bin_m14.mtb42",0,0,0,0,0.133333333333333,0,0,0.272727272727273,0.166666666666667,0,0,0.08,0.5,0.0606060606060606,0,0,0.222222222222222,0,0,0,0.666666666666667
"bin_m14.mtb44",0,0,0,0,0,0,0.153846153846154,0.272727272727273,0.0833333333333333,0,0,0.08,0.666666666666667,0.393939393939394,0.0909090909090909,0,0.37037037037037,0,0,0,0.666666666666667
"bin_m14.mxb149",0,0.0769230769230769,0,0,0.133333333333333,0,0.461538461538462,0.727272727272727,0.166666666666667,0.3,0,0.56,0.5,0.606060606060606,0,0,0.444444444444444,0,0,0,0.833333333333333
"bin_m14.mxb51",0.307692307692308,0,0,0,0,0,0.307692307692308,0.272727272727273,0.166666666666667,0,0,0.72,0.833333333333333,0.151515151515152,0,0,0.518518518518518,0,0,0,0.666666666666667
"bin_m14.vmb100",0.384615384615385,0.115384615384615,0,0,0.133333333333333,0,0.307692307692308,0.272727272727273,0.0833333333333333,0,0,0,1,0.575757575757576,0,0,0.37037037037037,0,0,0,0.833333333333333
"bin_m14.vmb113",0,0.0769230769230769,0,0,0.266666666666667,0,0.153846153846154,0,0.166666666666667,0.3,0,0.56,1,0.303030303030303,0,0,0,0,0,0,0
"bin_m14.vmb125",0.153846153846154,0,0,0,0.133333333333333,0,0.307692307692308,0,0.166666666666667,0.3,0,0.56,0.333333333333333,0.515151515151515,0,0,0,0,0,0,0.333333333333333
"bin_m14.vmb146",0.0769230769230769,0,0,0,0.133333333333333,0,0.153846153846154,0,0.333333333333333,0.3,0,0.56,0.5,0.393939393939394,0,0,0.222222222222222,0,0,0,0.666666666666667
"bin_m14.vmb15_sub",0.230769230769231,0.153846153846154,0,0,0,0,0,0,0,0,0,0.08,0.666666666666667,0.0303030303030303,0,0,0.333333333333333,0,0,0,0.666666666666667
"bin_m14.vmb151",0.153846153846154,0,0,0,0,0,0,0,0.25,0,0,0.52,0.5,0.606060606060606,0,0,0.259259259259259,0,0,0,0.333333333333333
"bin_m14.vmb161",0.230769230769231,0,0,0,0.133333333333333,0,0.307692307692308,0,0.25,0.3,0,0.52,0.5,0.606060606060606,0,0,0.259259259259259,0,0,0,0.666666666666667
"bin_m14.vmb179",0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0.08,0.166666666666667,0,0,0,0,0,0,0,0
"bin_m14.vmb180",0.0769230769230769,0,0,0,0.133333333333333,0,0.153846153846154,0,0.166666666666667,0,0,0.56,0.5,0.272727272727273,0,0,0.0740740740740741,0,0,0,0.166666666666667
"bin_m14.vmb42",0.230769230769231,0,0,0,0.133333333333333,0,0.153846153846154,0,0,0,0,0.08,0.5,0.515151515151515,0,0,0.0740740740740741,0,0,0,0.666666666666667
"bin_m14.vmb46",0.153846153846154,0,0,0,0.133333333333333,0,0,0.272727272727273,0.0833333333333333,0,0,0.8,0.666666666666667,0.151515151515152,0,0,0.296296296296296,0,0,0,0.666666666666667
"bin_m14.vmb57_sub",0.153846153846154,0.0769230769230769,0,0,0.133333333333333,0,0,0.272727272727273,0,0,0,0,0.666666666666667,0.424242424242424,0,0,0.62962962962963,0,0,0,0.666666666666667
"bin_m14.vmb84",0.153846153846154,0.0769230769230769,0,0,0.133333333333333,0,0.307692307692308,0,0.416666666666667,0.3,0,0.56,0.333333333333333,0.606060606060606,0,0,0,0,0,0,0.666666666666667
"bin_m15.cct109_sub",0.230769230769231,0,0,0,0.133333333333333,0,0.307692307692308,0,0.25,0.3,0,0.04,0.5,0.363636363636364,0,0,0.111111111111111,0,0,0,0.666666666666667
"bin_m15.cct143",0.538461538461538,0.115384615384615,0,0,0.133333333333333,0,0.461538461538462,0,0.333333333333333,0.3,0,0.56,0.666666666666667,0.545454545454545,0,0,0.111111111111111,0,0,0,0.833333333333333
"bin_m15.cct169",0.153846153846154,0,0,0,0,0,0.461538461538462,0,0.25,0,0,0.48,0.5,0.484848484848485,0,0,0,0,0,0,0.666666666666667
"bin_m15.cct181",0.230769230769231,0,0,0,0.266666666666667,0,0.307692307692308,0,0.166666666666667,0,0,0.56,0.5,0.272727272727273,0,0,0.333333333333333,0,0,0,0.166666666666667
"bin_m15.mtb129",0.0769230769230769,0,0,0,0.133333333333333,0,0,0,0,0.3,0,0,0.5,0.0303030303030303,0,0,0,0,0,0,0.166666666666667
"bin_m15.mtb130_sub",0.230769230769231,0.115384615384615,0,0,0.133333333333333,0,0.307692307692308,0,0.25,0.3,0,0.6,0.5,0.424242424242424,0,0,0.0740740740740741,0,0,0,0.666666666666667
"bin_m15.mtb150_sub",0.0769230769230769,0.115384615384615,0,0,0,0,0,0.272727272727273,0.166666666666667,0,0,0.08,1,0.484848484848485,0,0,0.518518518518518,0,0,0,0.833333333333333
"bin_m15.mtb67",0.0769230769230769,0,0,0,0.133333333333333,0,0,0,0.416666666666667,0.3,0,0.56,0.5,0.515151515151515,0,0,0.148148148148148,0,0,0,0.333333333333333
"bin_m15.mtb72",0.384615384615385,0,0,0,0.133333333333333,0,0,0,0.0833333333333333,0.3,0,0.12,0.5,0.545454545454545,0,0,0,0,0,0,0.666666666666667
"bin_m15.mtb98",0,0,0,0,0.133333333333333,0,0,0.272727272727273,0.0833333333333333,0,0,0.56,0.5,0.515151515151515,0,0,0.222222222222222,0,0,0,0.333333333333333
"bin_m15.mtb99_sub",0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0.08,0.166666666666667,0,0,0,0,0,0,0,0
"bin_m15.mxb29",0,0,0,0,0,0,0,0.272727272727273,0,0,0,0.12,0.333333333333333,0,0,0,0,0,0,0,0.166666666666667
"bin_m15.mxb64_sub",0.384615384615385,0,0,0,0.133333333333333,0,0.307692307692308,0,0.333333333333333,0,0,0.6,0.333333333333333,0.636363636363636,0,0,0.222222222222222,0,0,0,0.666666666666667
"bin_m15.mxb73_sub",0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0.08,0.166666666666667,0,0,0,0,0,0,0,0
"bin_m15.vmb109",0.384615384615385,0,0,0,0.133333333333333,0,0,0.272727272727273,0,0,0,0.08,0.833333333333333,0.0606060606060606,0,0,0.518518518518518,0,0,0,0.666666666666667
"bin_m15.vmb121",0.230769230769231,0.269230769230769,0,0,0.133333333333333,0,0.461538461538462,0,0.333333333333333,0.7,0.714285714285714,0.52,0.166666666666667,0.666666666666667,0,0,0.259259259259259,0,0,0,0.833333333333333
"bin_m15.vmb122",0,0.115384615384615,0,0,0.266666666666667,0,0,0.272727272727273,0.0833333333333333,0,0,0.12,0.5,0,0,0,0.222222222222222,0,0,0,0.666666666666667
"bin_m15.vmb155",0.153846153846154,0,0,0,0.133333333333333,0,0.307692307692308,0,0.166666666666667,0.3,0,0.6,0.333333333333333,0.545454545454545,0,0,0.0740740740740741,0,0,0,0.666666666666667
"bin_m15.vmb17",0.0769230769230769,0,0,0,0,0,0.461538461538462,0,0.416666666666667,0.3,0,0.12,0.5,0.575757575757576,0,0,0.222222222222222,0,0,0,0.166666666666667
"bin_m15.vmb172",0.230769230769231,0,0,0,0.133333333333333,0,0.307692307692308,0,0.333333333333333,0.3,0,0.6,0.5,0.606060606060606,0,0,0.185185185185185,0,0,0,0.666666666666667
"bin_m15.vmb35",0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0.08,0.333333333333333,0,0,0,0,0,0,0,0
"bin_m16.mtb108_sub",0.230769230769231,0,0,0,0.133333333333333,0,0.307692307692308,0,0.333333333333333,0,0,0.6,0.5,0.545454545454545,0,0,0.0740740740740741,0,0,0,0.666666666666667
"bin_m16.mtb139",0.307692307692308,0.115384615384615,0,0,0.133333333333333,0,0.307692307692308,0,0.166666666666667,0.3,0,0.6,0.5,0.606060606060606,0,0,0.259259259259259,0,0,0,0.666666666666667
"bin_m16.mtb163_sub",0,0,0,0,0.133333333333333,0,0,0.272727272727273,0,0,0,0.56,1,0.393939393939394,0,0,0.37037037037037,0,0,0,0.833333333333333
"bin_m16.mtb186",0,0,0,0,0,0,0.230769230769231,0,0.333333333333333,0.3,0,0.6,0.833333333333333,0.0909090909090909,0,0,0.148148148148148,0,0,0,0
"bin_m16.mtb190_sub",0.230769230769231,0,0,0,0.133333333333333,0,0.307692307692308,0,0.25,0.3,0,0.56,0.666666666666667,0.303030303030303,0,0,0.111111111111111,0,0,0,0.166666666666667
"bin_m16.mtb222",0.0769230769230769,0,0,0,0.133333333333333,0,0.153846153846154,0,0.25,0.3,0,0,0.5,0.181818181818182,0,0,0,0,0,0,0.666666666666667
"bin_m16.mtb225",0.307692307692308,0.230769230769231,0,0,0,0,0.153846153846154,0,0.166666666666667,0.3,0,0,0.5,0.272727272727273,0,0,0,0,0,0,0.666666666666667
"bin_m16.mtb235_sub",0.307692307692308,0,0,0,0.133333333333333,0,0.153846153846154,0,0.333333333333333,0.3,0.714285714285714,0.6,0.666666666666667,0.454545454545455,0,0,0.259259259259259,0,0,0,0.666666666666667
"bin_m16.mtb29",0.461538461538462,0,0,0,0,0,0.307692307692308,0,0.166666666666667,0,0,0.56,0.833333333333333,0.272727272727273,0,0,0.111111111111111,0,0,0,0.666666666666667
"bin_m16.mtb39",0,0,0,0,0,0,0,0.727272727272727,0.0833333333333333,0,0,0.56,0.666666666666667,0.333333333333333,0,0,0.111111111111111,0,0,0,0.333333333333333
"bin_m16.mtb79",0.0769230769230769,0.0769230769230769,0,0,0,0,0,0.272727272727273,0.166666666666667,0,0,0.08,0.5,0.0606060606060606,0,0,0.222222222222222,0,0,0,0.666666666666667
"bin_m16.mxb12",0.230769230769231,0,0,0,0.133333333333333,0,0.153846153846154,0,0.166666666666667,0.3,0,0,0.5,0.272727272727273,0,0,0,0,0,0,0.666666666666667
"bin_m16.mxb25",0.0769230769230769,0,0,0,0,0,0.461538461538462,0,0.25,0.3,0,0.48,0.5,0.303030303030303,0,0,0,0,0,0,0.166666666666667
"bin_m16.mxb27_sub",0.461538461538462,0.115384615384615,0,0,0.133333333333333,0,0,0,0.25,0,0,0.6,0.5,0.606060606060606,0,0,0.148148148148148,0,0,0,0.833333333333333
"bin_m16.mxb47_sub",0.153846153846154,0,0,0,0,0,0.307692307692308,0,0.333333333333333,0.3,0,0.56,0.5,0.545454545454545,0,0,0.333333333333333,0,0,0,0.833333333333333
"bin_m16.mxb5",0.230769230769231,0,0,0,0.133333333333333,0,0.461538461538462,0,0.333333333333333,0.3,0,0.6,0.5,0.454545454545455,0,0,0.259259259259259,0,0,0,0.666666666666667
"bin_m16.mxb60_sub",0.230769230769231,0,0,0,0.133333333333333,0,0.307692307692308,0,0.416666666666667,0.3,0,0.52,0.333333333333333,0.484848484848485,0,0,0.259259259259259,0,0,0,0.666666666666667
"bin_m16.vmb118",0.0769230769230769,0,0,0,0.133333333333333,0,0.307692307692308,0.272727272727273,0.0833333333333333,0,0,0.08,0.833333333333333,0.0606060606060606,0,0,0.222222222222222,0,0,0,0.666666666666667
"bin_m16.vmb148",0.0769230769230769,0.0769230769230769,0,0,0,0,0.307692307692308,0.272727272727273,0.0833333333333333,0,0,0.08,1,0.0909090909090909,0,0,0.518518518518518,0,0,0,0.666666666666667
"bin_m16.vmb70_sub",0.0769230769230769,0.0384615384615385,0,0,0,0,0,0,0.166666666666667,0.3,0,0,0.666666666666667,0.0909090909090909,0,0,0.111111111111111,0,0,0,0.666666666666667
"bin_m16.vmb88",0.0769230769230769,0,0,0,0.133333333333333,0,0.153846153846154,0,0.25,0,0,0.56,0.5,0.545454545454545,0,0,0.0740740740740741,0,0,0,0.666666666666667
"bin_m16.vmb9",0,0.0769230769230769,0,0,0.133333333333333,0,0,0,0.166666666666667,0,0,0.08,1,0.393939393939394,0,0,0.407407407407407,0,0,0,0.833333333333333
"bin_m17.cct113",0,0,0,0,0.133333333333333,0,0,0,0.25,0,0,0.08,0.333333333333333,0.151515151515152,0,0,0,0,0,0,0.166666666666667
"bin_m17.cct133",0.307692307692308,0,0,0,0,0,0.153846153846154,0,0.5,0.3,0,0.52,0.5,0.424242424242424,0,0,0.148148148148148,0,0,0,0.666666666666667
"bin_m17.cct135_sub",0,0,0,0,0,0,0.461538461538462,0.272727272727273,0.0833333333333333,0.3,0,0.08,0.166666666666667,0.181818181818182,0,0,0,0,0,0,0.833333333333333
"bin_m17.cct95",0,0,0,0,0,0,0.153846153846154,0.272727272727273,0.0833333333333333,0,0,0,0.666666666666667,0.363636363636364,0,0,0.259259259259259,0,0,0,0.833333333333333
"bin_m17.cct99",0.153846153846154,0,0,0,0,0,0,0.272727272727273,0.0833333333333333,0,0,0.08,1,0,0,0,0.37037037037037,0,0,0,0.666666666666667
"bin_m17.mtb117",0,0,0,0,0.133333333333333,0,0,0.272727272727273,0.0833333333333333,0,0,0.12,0.333333333333333,0,0,0,0.222222222222222,0,0,0,0.166666666666667
"bin_m17.mtb142",0.153846153846154,0,0,0,0.133333333333333,0,0,0,0.25,0.3,0,0.56,0.333333333333333,0.424242424242424,0,0,0.259259259259259,0,0,0,0.666666666666667
"bin_m17.mtb168",0.0769230769230769,0.0769230769230769,0,0,0.133333333333333,0,0,0.272727272727273,0.25,0,0,0.08,1,0.0606060606060606,0,0,0.296296296296296,0,0,0,0.666666666666667
"bin_m17.mtb179_sub",0,0,0,0,0,0,0,0,0,0,0,0.08,0.166666666666667,0.181818181818182,0,0,0,0,0,0,0.166666666666667
"bin_m17.mtb206",0.0769230769230769,0,0,0,0.133333333333333,0,0.153846153846154,0,0.166666666666667,0.3,0,0.08,0.5,0.272727272727273,0,0,0,0,0,0,0.666666666666667
"bin_m17.mtb43",0.0769230769230769,0.192307692307692,0,0,0.133333333333333,0,0.307692307692308,0,0.416666666666667,0.3,0,0.6,0.5,0.606060606060606,0,0,0.259259259259259,0,0,0,0.833333333333333
"bin_m17.mtb85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bin_m17.mxb54",0.230769230769231,0,0,0,0,0,0,0,0.416666666666667,0,0,0.56,0.5,0.636363636363636,0,0,0.444444444444444,0,0,0,0.833333333333333
"bin_m17.mxb8_sub",0.461538461538462,0,0,0,0,0,0,0,0.25,0,0,0.6,0.5,0.636363636363636,0,0,0.296296296296296,0,0,0,0.666666666666667
"bin_m17.vmb109",0,0,0,0,0,0,0,0,0,0,0,0.08,0.166666666666667,0,0,0,0,0,0,0,0
"bin_m17.vmb122",0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0
"bin_m17.vmb141",0,0.0769230769230769,0,0,0,0,0.307692307692308,0.272727272727273,0.166666666666667,0,0,0.08,0.833333333333333,0.0909090909090909,0,0,0.518518518518518,0,0,0,0.666666666666667
"bin_m17.vmb17",0.153846153846154,0,0,0,0.133333333333333,0,0.153846153846154,0,0,0.3,0,0,0.666666666666667,0.272727272727273,0,0,0,0,0,0,0.666666666666667
"bin_m17.vmb18",0.307692307692308,0,0,0,0.133333333333333,0,0.307692307692308,0,0.166666666666667,0.3,0,0.6,0.5,0.484848484848485,0,0,0.222222222222222,0,0,0,0
"bin_m17.vmb56",0.230769230769231,0,0,0,0,0,0.153846153846154,0,0,0,0,0.52,0.5,0.333333333333333,0,0,0.0740740740740741,0,0,0,0.666666666666667
"bin_m17.vmb58",0.384615384615385,0.115384615384615,0,0,0.133333333333333,0,0,0,0.0833333333333333,0,0,0.6,0.666666666666667,0.606060606060606,0,0,0.333333333333333,0,0,0,0.666666666666667
"bin_m17.vmb79",0.307692307692308,0.115384615384615,0,0,0.133333333333333,0,0.307692307692308,0,0.25,0.3,0,0.52,0.5,0.636363636363636,0,0,0.185185185185185,0,0,0,0.666666666666667
"bin_m17.vmb99",0.307692307692308,0,0,0,0.133333333333333,0,0.307692307692308,0.272727272727273,0.166666666666667,0,0,0.08,0.5,0.424242424242424,0,0,0.62962962962963,0,0,0,0.833333333333333
"bin_m18.cct126_sub",0,0.230769230769231,0,0,0,0,0,0,0.0833333333333333,0,0,0.08,0,0,0,0,0,0,0,0,0
"bin_m18.cct36",0,0,0,0,0,0,0,0.272727272727273,0.0833333333333333,0,0,0.08,0.166666666666667,0,0,0,0.407407407407407,0,0,0,0
"bin_m18.cct47",0.153846153846154,0,0,0,0.133333333333333,0,0.307692307692308,0.272727272727273,0.0833333333333333,0,0,0,1,0.0606060606060606,0,0,0.62962962962963,0,0,0,0.666666666666667
"bin_m18.cct71_sub",0.461538461538462,0.384615384615385,0,0,0.133333333333333,0,0.307692307692308,0,0.416666666666667,0,0,0.12,0.833333333333333,0.393939393939394,0,0,0.222222222222222,0,0,0,0.666666666666667
"bin_m18.cct80",0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
"bin_m18.cct89_sub",0.230769230769231,0,0,0,0.133333333333333,0,0,0,0.25,0,0,0.56,0.5,0.606060606060606,0,0,0.222222222222222,0,0,0,0
"bin_m18.mtb115",0.230769230769231,0.0384615384615385,0,0,0,0,0.153846153846154,0,0,0,0,0.48,0.666666666666667,0.242424242424242,0,0,0.0740740740740741,0,0,0,0.666666666666667
"bin_m18.mtb136",0,0.0769230769230769,0,0,0.133333333333333,0,0,0.272727272727273,0,0,0,0.56,0.833333333333333,0.393939393939394,0,0,0.37037037037037,0,0,0,0.833333333333333
"bin_m18.mtb158",0,0,0,0,0,0,0,0.272727272727273,0.0833333333333333,0,0,0.08,0.833333333333333,0.0606060606060606,0,0,0.37037037037037,0,0,0,0.666666666666667
"bin_m18.mtb175",0.307692307692308,0,0,0,0.133333333333333,0,0.153846153846154,0,0.0833333333333333,0.3,0,0.56,0.333333333333333,0.636363636363636,0,0,0.037037037037037,0,0,0,0.666666666666667
"bin_m18.mtb188",0,0.0769230769230769,0,0,0.133333333333333,0,0.307692307692308,0.272727272727273,0.166666666666667,0,0,0.08,0.5,0.0606060606060606,0,0,0.592592592592593,0,0,0,0.666666666666667
"bin_m18.mtb41",0,0,0,0,0,0,0.153846153846154,0,0.166666666666667,0.3,0,0.08,0.5,0.181818181818182,0,0,0,0,0,0,0.166666666666667
"bin_m18.mtb46_sub",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bin_m18.vmb13",0.0769230769230769,0,0,0,0.133333333333333,0,0,0,0.166666666666667,0,0,0.08,0.166666666666667,0.181818181818182,0,0,0.148148148148148,0,0,0,0.166666666666667
"bin_m18.vmb14",0.153846153846154,0,0,0,0,0,0.307692307692308,0,0.0833333333333333,0,0,0.48,0.333333333333333,0.393939393939394,0,0,0,0,0,0,0.166666666666667
"bin_m18.vmb18",0,0.192307692307692,0,0,0,0,0.153846153846154,0,0,0,0,0.52,0.666666666666667,0.151515151515152,0,0,0,0,0,0,0
"bin_m18.vmb26",0,0,0,0,0.133333333333333,0,0,0,0.166666666666667,0.3,0,0,0.666666666666667,0,0,0,0,0,0,0,0.666666666666667
"bin_m18.vmb41",0,0,0,0,0.133333333333333,0,0.153846153846154,0,0.166666666666667,0.3,0,0.48,0.666666666666667,0.575757575757576,0,0,0,0,0,0,0.666666666666667
"bin_m18.vmb49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bin_m19.cct34_sub",0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0
"bin_m19.mtb113_sub",0.230769230769231,0,0,0,0.133333333333333,0,0.307692307692308,0,0.416666666666667,0,0,0.56,0.5,0.666666666666667,0,0,0.37037037037037,0,0,0,0.666666666666667
"bin_m19.mtb139_sub",0.0769230769230769,0,0,0,0.133333333333333,0,0.461538461538462,0,0.333333333333333,0.7,0,0,0.333333333333333,0.545454545454545,0.0909090909090909,0,0.296296296296296,0,0,0,0.666666666666667
"bin_m19.mtb26",0.230769230769231,0,0,0,0.133333333333333,0,0,0.272727272727273,0.0833333333333333,0,0,0.56,0.833333333333333,0.0606060606060606,0,0,0.518518518518518,0,0,0,0.666666666666667
"bin_m19.mtb30_sub",0,0,0,0,0,0,0.153846153846154,0.272727272727273,0,0,0,0.48,0,0.0606060606060606,0,0,0.111111111111111,0,0,0,0
"bin_m19.mtb38",0.0769230769230769,0,0,0,0.133333333333333,0,0.153846153846154,0,0.166666666666667,0.3,0,0,0.5,0.181818181818182,0,0,0,0,0,0,0.666666666666667
"bin_m19.mtb67",0.0769230769230769,0,0,0,0.133333333333333,0,0.538461538461538,0,0.416666666666667,0.3,0,0.04,0.5,0.575757575757576,0,0,0.259259259259259,0,0,0,0.666666666666667
"bin_m19.mxb14_sub",0.461538461538462,0.192307692307692,0,0,0.133333333333333,0,0,0.272727272727273,0.166666666666667,0,0,0.84,0.5,0.363636363636364,0,0,0.37037037037037,0,0,0,0.666666666666667
"bin_m19.mxb65",0.307692307692308,0.0384615384615385,0,0,0.133333333333333,0,0.307692307692308,0,0,0,0,0.56,0.666666666666667,0.0606060606060606,0,0,0.481481481481481,0,0,0,0.666666666666667
"bin_m19.vmb107",0,0,0,0,0.133333333333333,0,0,0.272727272727273,0,0,0,0.8,0.5,0,0,0,0.222222222222222,0,0,0,0.166666666666667
"bin_m19.vmb115",0.0769230769230769,0,0,0,0,0,0.153846153846154,0,0.25,0.3,0,0.08,0.5,0.0909090909090909,0,0,0,0,0,0,0.666666666666667
"bin_m19.vmb88",0,0,0,0,0,0,0.153846153846154,0,0.166666666666667,0.3,0,0,0.5,0.272727272727273,0,0,0,0,0,0,0.666666666666667
"bin_m2.cct144",0,0,0,0,0,0,0.153846153846154,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0
"bin_m2.cct49",0.230769230769231,0.115384615384615,0,0,0,0,0,0,0.166666666666667,0.7,0,0.56,0.833333333333333,0.272727272727273,0,0,0.148148148148148,0,0,0,0.166666666666667
"bin_m2.cct78_sub",0.230769230769231,0.153846153846154,0,0,0.133333333333333,0,0.461538461538462,0.272727272727273,0.416666666666667,0.6,0,0.6,0.333333333333333,0.515151515151515,0,0,0.296296296296296,0,0,0,0.666666666666667
"bin_m2.mtb108",0.153846153846154,0,0,0,0.133333333333333,0,0.153846153846154,0,0.333333333333333,0.7,0,0.52,0.5,0.606060606060606,0,0,0.259259259259259,0,0,0,0.666666666666667
"bin_m2.mtb15",0,0,0,0,0,0,0.153846153846154,0,0.166666666666667,0.3,0,0,0.333333333333333,0.0909090909090909,0,0,0,0,0,0,0
"bin_m2.mtb163",0,0,0,0,0,0,0.153846153846154,0,0.166666666666667,0.3,0,0.08,0.333333333333333,0.181818181818182,0,0,0,0,0,0,0.833333333333333
"bin_m2.mtb182",0.307692307692308,0,0,0,0.133333333333333,0,0,0,0.416666666666667,0,0,0.6,0.5,0.666666666666667,0,0,0.333333333333333,0,0,0,0.666666666666667
"bin_m2.mtb186",0.230769230769231,0,0.4,0,0.133333333333333,0,0.461538461538462,0,0.166666666666667,0.3,0,0.56,0.833333333333333,0.666666666666667,0,0,0.111111111111111,0,0,0,0.666666666666667
"bin_m2.mtb196_sub",0.384615384615385,0.115384615384615,0,0,0.133333333333333,0,0,0,0.25,0.3,0,0.12,0.5,0.545454545454545,0,0,0.333333333333333,0,0,0,0.666666666666667
"bin_m2.mtb5_sub",0,0,0,0,0.133333333333333,0,0.153846153846154,0,0.333333333333333,0.3,0,0.56,0.166666666666667,0.393939393939394,0,0,0.148148148148148,0,0,0,0.666666666666667
"bin_m2.mtb80",0,0,0.4,0,0,0,0,0,0.416666666666667,0.3,0,0,0.833333333333333,0.212121212121212,0,0,0.111111111111111,0,0,0,0.833333333333333
"bin_m2.mxb36_sub",0,0,0,0,0,0,0,0,0.166666666666667,0,0,0.08,0.166666666666667,0,0,0,0,0,0,0,0
"bin_m2.mxb54",0.153846153846154,0,0,0,0,0,0.461538461538462,0,0,0,0,0.48,0.5,0.303030303030303,0,0,0.111111111111111,0,0,0,0.166666666666667
"bin_m2.mxb83",0.307692307692308,0,0,0,0.133333333333333,0,0.307692307692308,0,0.25,0.3,0.714285714285714,0,0.5,0.424242424242424,0,0,0.148148148148148,0,0,0,0.666666666666667
"bin_m2.mxb88",0.0769230769230769,0.0769230769230769,0,0,0.266666666666667,0,0.538461538461538,0,0.25,0.3,0,0.12,1,0.121212121212121,0,0,0,0,0,0,0
"bin_m2.mxb90_sub",0.307692307692308,0,0,0,0,0,0,0.272727272727273,0.166666666666667,0,0,0.8,1,0.0606060606060606,0,0,0.148148148148148,0,0,0,0
"bin_m2.vmb102",0.0769230769230769,0,0,0,0,0,0,0.272727272727273,0.166666666666667,0,0,0.08,0.666666666666667,0.0606060606060606,0,0,0.518518518518518,0,0,0,0.666666666666667
"bin_m2.vmb114",0.153846153846154,0,0,0,0,0,0.153846153846154,0,0.166666666666667,0.3,0,0.48,0.5,0.454545454545455,0,0,0.0740740740740741,0,0,0,0.666666666666667
"bin_m2.vmb73",0.538461538461538,0,0,0,0.133333333333333,0,0.307692307692308,0,0.25,0.3,0,0.04,0.5,0.393939393939394,0,0,0.259259259259259,0,0,0,0
"bin_m21.cct124_sub",0,0.0769230769230769,0,0,0.133333333333333,0,0,0,0.0833333333333333,0,0,0.08,0.833333333333333,0.393939393939394,0,0,0.407407407407407,0,0,0,0.833333333333333
"bin_m21.cct75_sub",0.153846153846154,0,0,0,0,0,0.153846153846154,0,0.166666666666667,0,0,0,0.666666666666667,0.212121212121212,0,0,0.0740740740740741,0,0,0,0.666666666666667
"bin_m21.mtb157_sub",0.153846153846154,0,0,0,0.133333333333333,0,0.461538461538462,0,0.166666666666667,0,0,0,0.5,0.0909090909090909,0,0,0.0740740740740741,0,0,0,0.666666666666667
"bin_m21.mtb170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bin_m21.mtb187",0,0,0,0,0.133333333333333,0,0,0.272727272727273,0.333333333333333,0,0,0.08,0.5,0.0606060606060606,0,0,0.481481481481481,0,0,0,0.166666666666667
"bin_m21.mtb20",0,0,0,0,0,0,0.153846153846154,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
"bin_m21.mtb45",0.153846153846154,0,0,0,0,0,0.461538461538462,0,0.166666666666667,0,0,0,0.5,0.0909090909090909,0,0,0,0,0,0,0.666666666666667
"bin_m21.mtb53",0,0.0769230769230769,0,0,0.133333333333333,0,0,0.272727272727273,0,0,0,0.08,0.333333333333333,0.0606060606060606,0,0,0.518518518518518,0,0,0,0.666666666666667
"bin_m21.mtb57_sub",0.153846153846154,0,0,0,0.133333333333333,0,0.307692307692308,0,0.0833333333333333,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0
"bin_m21.mtb77_sub",0.230769230769231,0,0,0,0.133333333333333,0,0,0,0.25,0.3,0,0.56,0.666666666666667,0.515151515151515,0,0,0.222222222222222,0,0,0,0.666666666666667
"bin_m21.mtb83",0.153846153846154,0,0,0,0,0,0.153846153846154,0,0.166666666666667,0.3,0,0.48,0.666666666666667,0.242424242424242,0,0,0.0740740740740741,0,0,0,0.833333333333333
"bin_m21.mxb124",0.384615384615385,0.115384615384615,0,0,0.133333333333333,0,0.307692307692308,0,0.166666666666667,0,0,0,0.5,0.242424242424242,0,0,0,0,0,0,0.666666666666667
"bin_m21.mxb24_sub",0.230769230769231,0,0,0,0,0,0,0,0.25,0.3,0,0.56,0.5,0.424242424242424,0.0909090909090909,0,0.185185185185185,0,0,0,0.666666666666667
"bin_m21.mxb44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
