"","D01","D02","D03","D04","D05","D06","D07","D08","D09","B01","B09","B02","B10","B03","B04","B05","B06","B07","B12","B11","B08"
"bin_m12.mtb121",0.603076923076923,0.522307692307692,0.124,0.01,0.16,0.004,0.146923076923077,0.336363636363636,0.133333333333333,0.664,0.457142857142857,0.7608,0.95,0.489393939393939,0.0572727272727273,0.02,0.766666666666667,0.0318333333333333,0.0857142857142857,0.0285714285714286,0.845
"bin_m12.mtb122",0.293076923076923,0.224615384615385,0,0.01,0.16,0.0056,0.211538461538462,0.0181818181818182,0.333333333333333,0.718,0,0.3416,0.676666666666667,0.0742424242424242,0.03,0,0.148148148148148,0.0148333333333333,0,0.0285714285714286,0.0166666666666667
"bin_m12.mtb124",0.543846153846154,0.218461538461538,0,0.0575,0.126666666666667,0,0.0584615384615385,0.336363636363636,0.166666666666667,0.618,0.428571428571429,0.5528,0.995,0.410909090909091,0.0481818181818182,0.02,0.655185185185185,0.0301666666666667,0.142857142857143,0.0285714285714286,0.761666666666667
"bin_m12.mtb152",0.490769230769231,0.247307692307692,0.064,0.01,0.188666666666667,0.0056,0.108461538461538,0.290909090909091,0.166666666666667,0.564,0.414285714285714,0.5648,1,0.697575757575758,0.0481818181818182,0.02,0.638518518518518,0.0301666666666667,0.114285714285714,0.0285714285714286,0.85
"bin_m12.mtb29",0.236923076923077,0.156153846153846,0,0.1225,0.14,0.0268,0.257692307692308,0.336363636363636,0.1,0.3,0.0857142857142857,0.3328,0.696666666666667,0.54969696969697,0.157272727272727,0.02,0.473703703703704,0.0335,0.142857142857143,0.0285714285714286,0.85
"bin_m12.mtb43",0.288461538461538,0.167307692307692,0.124,0.05625,0.106666666666667,0.016,0.338461538461538,0.118181818181818,0.291666666666667,0.613,0.528571428571429,0.4,0.511666666666667,0.483333333333333,0.102727272727273,0.02,0.3,0.0171666666666667,0.171428571428571,0.0757142857142857,0.576666666666667
"bin_m12.mtb81",0.408461538461538,0.301923076923077,0,0.01,0.183333333333333,0.0584,0.480769230769231,0.0181818181818182,0.333333333333333,0.718,0.0714285714285714,0.7256,0.971666666666667,0.412424242424242,0.0481818181818182,0.108,0.383703703703704,0.0231666666666667,0.0571428571428571,0.0285714285714286,0.2
"bin_m12.mtb99_sub",0.551538461538462,0.522307692307692,0,0.05625,0.202,0.0056,0.534615384615385,0.0909090909090909,0.0916666666666667,0.799,0.428571428571429,0.6616,0.825,0.723939393939394,0.0481818181818182,0.02,0.455925925925926,0.0398333333333333,0.0857142857142857,0.108571428571429,0.811666666666667
"bin_m12.mxb67_sub",0.760769230769231,0.577692307692308,0.14,0.05625,0.208666666666667,0.044,0.349230769230769,0.336363636363636,0.366666666666667,0.869,0.457142857142857,0.7984,0.901666666666667,0.769090909090909,0.0572727272727273,0.02,0.466666666666667,0.0388333333333333,0.0857142857142857,0.0285714285714286,0.845
"bin_m12.mxb77_sub",0.356153846153846,0.157692307692308,0.06,0.05625,0.106666666666667,0.016,0.12,0.118181818181818,0.208333333333333,0.767,0.185714285714286,0.352,0.491666666666667,0.452727272727273,0.0754545454545455,0.02,0.291851851851852,0.025,0.0857142857142857,0.0285714285714286,0.521666666666667
"bin_m12.vmb111",0.210769230769231,0.107692307692308,0.144,0.01,0.189333333333333,0.0056,0.257692307692308,0.336363636363636,0.0833333333333333,0.649,0.0857142857142857,0.2496,0.4,0.178181818181818,0.0481818181818182,0.02,0.154814814814815,0.0116666666666667,0.0857142857142857,0.0285714285714286,0.21
"bin_m12.vmb143",0.563076923076923,0.231923076923077,0,0.01,0.232666666666667,0.0344,0.327692307692308,0.0909090909090909,0.258333333333333,0.588,0.428571428571429,0.6328,0.866666666666667,0.748787878787879,0.0936363636363636,0.02,0.621481481481482,0.0455,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m12.vmb162",0.339230769230769,0.0346153846153846,0,0.05625,0.113333333333333,0,0.204615384615385,0.0909090909090909,0.175,0.697,0.428571428571429,0.128,0.425,0.176969696969697,0,0.02,0.181851851851852,0.024,0.0285714285714286,0.0285714285714286,0.605
"bin_m12.vmb38",0.326923076923077,0.0634615384615385,0.2,0.01,0.0466666666666667,0,0.403846153846154,0.0909090909090909,0.175,0.483,0.428571428571429,0.648,0.855,0.472727272727273,0.0481818181818182,0.02,0.178888888888889,0.0231666666666667,0.0857142857142857,0.0285714285714286,0.646666666666667
"bin_m12.vmb59",0.0938461538461538,0.075,0.04,0.01,0.166666666666667,0,0.25,0.336363636363636,0.166666666666667,0.483,0.0857142857142857,0.2208,0.341666666666667,0.260909090909091,0.0936363636363636,0.02,0.148148148148148,0.0135,0.0857142857142857,0.0285714285714286,0.248333333333333
"bin_m13.cct136_sub",0.500769230769231,0.378076923076923,0,0.05625,0.0686666666666667,0.0284,0.442307692307692,0.0181818181818182,0,0.799,0.414285714285714,0.7312,0.823333333333333,0.602424242424242,0.0481818181818182,0.02,0.107777777777778,0.0245,0.0571428571428571,0.0285714285714286,0.811666666666667
"bin_m13.mtb110",0.608461538461538,0.443461538461538,0.28,0.01,0.242,0.034,0.327692307692308,0.0909090909090909,0.416666666666667,0.513,0.428571428571429,0.6424,0.825,0.727575757575758,0.0936363636363636,0.02,0.434444444444444,0.0288333333333333,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m13.mtb113_sub",0.27,0.115384615384615,0.06,0.01,0.0933333333333333,0.016,0.288461538461538,0.118181818181818,0.208333333333333,0.788,0.185714285714286,0.3176,0.45,0.254242424242424,0.0390909090909091,0.108,0.251851851851852,0.0138333333333333,0.0285714285714286,0.0285714285714286,0.266666666666667
"bin_m13.mtb118_sub",0.610769230769231,0.469230769230769,0,0.01,0.286666666666667,0,0.0892307692307692,0.336363636363636,0.175,0.537,0.0857142857142857,0.776,0.763333333333333,0.417272727272727,0.0936363636363636,0.02,0.404074074074074,0.0218333333333333,0.157142857142857,0.0285714285714286,0.711666666666667
"bin_m13.mtb145",0.669230769230769,0.303846153846154,0,0.05625,0.233333333333333,0,0.204615384615385,0.336363636363636,0.00833333333333333,0.486,0.0857142857142857,0.6288,0.845,0.379393939393939,0.0936363636363636,0.02,0.537407407407407,0.0218333333333333,0.157142857142857,0.0285714285714286,0.811666666666667
"bin_m13.mtb164_sub",0.396153846153846,0.217692307692308,0,0.05625,0.0686666666666667,0.0284,0.288461538461538,0.0909090909090909,0.416666666666667,0.513,0.428571428571429,0.648,0.865,0.702121212121212,0.0936363636363636,0.02,0.361481481481482,0.0578333333333333,0.0857142857142857,0.108571428571429,0.761666666666667
"bin_m13.mtb182",0.53,0.43,0.064,0.01,0.188666666666667,0,0.108461538461538,0.290909090909091,0.0833333333333333,0.564,0.414285714285714,0.6448,0.958333333333333,0.718181818181818,0.0481818181818182,0.02,0.63962962962963,0.0301666666666667,0.185714285714286,0.0285714285714286,0.85
"bin_m13.mtb194",0.346153846153846,0.436153846153846,0.09,0.1325,0.166666666666667,0.0584,0.396153846153846,0.0181818181818182,0.333333333333333,0.718,0,0.3416,0.676666666666667,0.256666666666667,0.0481818181818182,0.108,0.14037037037037,0.0148333333333333,0.0571428571428571,0.0285714285714286,0.495
"bin_m13.mtb199",0.238461538461538,0.182692307692308,0.1,0,0.133333333333333,0.016,0.127692307692308,0.145454545454545,0.158333333333333,0.611,0.185714285714286,0.4,0.766666666666667,0.418181818181818,0.0663636363636364,0.02,0.285185185185185,0.0283333333333333,0.0571428571428571,0.0285714285714286,0.516666666666667
"bin_m13.mtb55",0.117692307692308,0.128846153846154,0.064,0.01,0.06,0.0096,0.0776923076923077,0.336363636363636,0.0916666666666667,0.597,0.0857142857142857,0.828,0.821666666666667,0.347272727272727,0.102727272727273,0.108,0.714814814814815,0.0251666666666667,0.157142857142857,0.0285714285714286,0.761666666666667
"bin_m13.mtb58",0.238461538461538,0.165384615384615,0.1,0.01,0.12,0.016,0.115384615384615,0.145454545454545,0.0666666666666667,0.445,0.185714285714286,0.4,0.516666666666667,0.39969696969697,0.0545454545454545,0.02,0.39037037037037,0.0218333333333333,0.114285714285714,0.0285714285714286,0.538333333333333
"bin_m13.mtb75",0.149230769230769,0.0519230769230769,0.04,0.01,0.176,0,0.25,0.290909090909091,0.0833333333333333,0.619,0.0714285714285714,0.1616,0.5,0.187878787878788,0.0936363636363636,0.02,0.1,0.0121666666666667,0.0571428571428571,0.0285714285714286,0.208333333333333
"bin_m13.mtb85",0.223076923076923,0.175,0.06,0.01,0.106666666666667,0.016,0.326923076923077,0.336363636363636,0.0583333333333333,0.36,0.185714285714286,0.352,0.741666666666667,0.333939393939394,0.0363636363636364,0.02,0.408518518518519,0.0171666666666667,0.0571428571428571,0.0285714285714286,0.533333333333333
"bin_m13.mtb94",0.493076923076923,0.186538461538462,0,0.01,0.166666666666667,0.0112,0.0507692307692308,0.290909090909091,0.0833333333333333,0.537,0.0714285714285714,0.656,0.823333333333333,0.283030303030303,0.0936363636363636,0.108,0.396666666666667,0.0218333333333333,0.128571428571429,0.0285714285714286,0.811666666666667
"bin_m13.mtb95",0.554615384615385,0.469615384615385,0.28,0.05625,0.263333333333333,0.0116,0.341538461538462,0.336363636363636,0.416666666666667,0.799,0.428571428571429,0.7824,0.866666666666667,0.750909090909091,0.0481818181818182,0.02,0.381481481481481,0.0455,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m13.mtb98",0.183846153846154,0.115384615384615,0.06,0.01,0.0933333333333333,0.016,0.0769230769230769,0.336363636363636,0.0583333333333333,0.315,0.185714285714286,0.308,0.641666666666667,0.361515151515152,0.0272727272727273,0.02,0.382592592592593,0.0248333333333333,0.0857142857142857,0.0285714285714286,0.433333333333333
"bin_m13.mxb183_sub",0.276923076923077,0.188461538461538,0.1,0.01,0.155333333333333,0.016,0.158461538461538,0.145454545454545,0.15,0.794,0.542857142857143,0.8368,0.783333333333333,0.665757575757576,0.0663636363636364,0.02,0.335555555555556,0.0256666666666667,0.0571428571428571,0.0285714285714286,0.733333333333333
"bin_m13.mxb31",0,0.00961538461538462,0,0,0,0,0.211538461538462,0,0,0.534,0,0.1584,0.25,0.0663636363636364,0.03,0,0.0651851851851852,0,0,0,0
"bin_m13.mxb55_sub",0.383846153846154,0.145384615384615,0,0.01,0.0686666666666667,0,0.442307692307692,0.0909090909090909,0.175,0.718,0.428571428571429,0.3208,0.866666666666667,0.382727272727273,0.0481818181818182,0.02,0.239259259259259,0.0231666666666667,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m13.mxb57",0.250769230769231,0.109615384615385,0.304,0.01,0.05,0.008,0.326923076923077,0.745454545454545,0.0833333333333333,0.315,0.714285714285714,0.8992,0.963333333333333,0.828484848484848,0.111818181818182,0.02,0.435555555555556,0.0301666666666667,0.114285714285714,0.0285714285714286,0.833333333333333
"bin_m13.mxb60_sub",0.643076923076923,0.320384615384615,0.08,0.01,0.112666666666667,0.0344,0.243076923076923,0.0181818181818182,0.416666666666667,0.588,0.414285714285714,0.7,0.833333333333333,0.784848484848485,0.111818181818182,0.02,0.517037037037037,0.0288333333333333,0.114285714285714,0.0285714285714286,0.85
"bin_m13.mxb67_sub",0.643076923076923,0.505,0.14,0.04625,0.208666666666667,0.0324,0.335384615384615,0.118181818181818,0.291666666666667,0.613,0.864285714285714,0.604,0.86,0.61030303030303,0.0845454545454545,0.02,0.341851851851852,0.0325,0.0285714285714286,0.0285714285714286,0.536666666666667
"bin_m13.mxb7",0.357692307692308,0.408846153846154,0,0.01,0.082,0.004,0.45,0.0909090909090909,0.25,0.718,0.428571428571429,0.3328,0.633333333333333,0.308181818181818,0.0845454545454545,0.108,0.242962962962963,0.0265,0.0285714285714286,0.0285714285714286,0.7
"bin_m13.vmb103",0.660769230769231,0.303846153846154,0,0.01,0.113333333333333,0,0.0892307692307692,0.336363636363636,0.0916666666666667,0.486,0.428571428571429,0.5888,0.98,0.355454545454545,0.0936363636363636,0.02,0.651481481481481,0.0218333333333333,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m13.vmb111",0.214615384615385,0.140384615384615,0.06,0,0.0933333333333333,0.016,0.288461538461538,0.118181818181818,0.341666666666667,0.613,0.185714285714286,0.252,0.591666666666667,0.441818181818182,0.120909090909091,0.02,0.361111111111111,0.0318333333333333,0.142857142857143,0.0285714285714286,0.85
"bin_m13.vmb114",0.542307692307692,0.372307692307692,0.4,0.05625,0.205333333333333,0.0112,0.573076923076923,0.336363636363636,0.341666666666667,0.799,0.478571428571429,0.6784,0.863333333333333,0.726666666666667,0.0936363636363636,0.02,0.396666666666667,0.0455,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m13.vmb131",0.363076923076923,0.201153846153846,0,0.01,0.202,0.004,0.212307692307692,0.0909090909090909,0.25,0.697,0.428571428571429,0.3352,0.863333333333333,0.42030303030303,0.0572727272727273,0.02,0.26962962962963,0.0265,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m13.vmb150",0.565384615384615,0.383846153846154,0,0.05625,0.177333333333333,0.0912,0.349230769230769,0.336363636363636,0.416666666666667,0.931,0.442857142857143,0.7024,0.838333333333333,0.743636363636364,0.120909090909091,0.02,0.538888888888889,0.0368333333333333,0.142857142857143,0.0285714285714286,0.58
"bin_m13.vmb30",0.247692307692308,0.645,0.104,0.01,0.312666666666667,0.0056,0.346923076923077,0.745454545454545,0.166666666666667,0.931,0.414285714285714,0.836,0.778333333333333,0.698484848484848,0.0663636363636364,0.02,0.616666666666667,0.0316666666666667,0.114285714285714,0.0285714285714286,0.933333333333333
"bin_m13.vmb37",0.677692307692308,0.265384615384615,0.1,0.0225,0.206666666666667,0.0216,0.3,0.145454545454545,0.116666666666667,0.459,0.214285714285714,0.7656,0.883333333333333,0.674545454545455,0.0845454545454545,0.02,0.368888888888889,0.0296666666666667,0.114285714285714,0.0285714285714286,0.721666666666667
"bin_m13.vmb72",0.446153846153846,0.316538461538462,0,0.05625,0.188666666666667,0,0.403846153846154,0.0909090909090909,0.00833333333333333,0.799,0.428571428571429,0.7312,0.85,0.64969696969697,0.0481818181818182,0.02,0.278148148148148,0.0301666666666667,0.0571428571428571,0.0285714285714286,0.811666666666667
"bin_m13.vmb79",0.463076923076923,0.249615384615385,0.2,0.05625,0.133333333333333,0,0.557692307692308,0,0.25,0.769,0,0.7128,0.823333333333333,0.729090909090909,0.139090909090909,0,0.375555555555556,0.0255,0.0571428571428571,0,0.778333333333333
"bin_m13.vmb90",0.726153846153846,0.234230769230769,0.28,0.01,0.268,0.04,0.212307692307692,0.0909090909090909,0.175,0.799,0.428571428571429,0.7528,0.866666666666667,0.783939393939394,0.0936363636363636,0.02,0.388518518518519,0.0455,0.0857142857142857,0.0285714285714286,0.511666666666667
"bin_m14.cct152",0.195384615384615,0.0684615384615385,0,0.01,0.188666666666667,0.0056,0.25,0.0909090909090909,0.0833333333333333,0.799,0.0857142857142857,0.6328,0.978333333333333,0.737878787878788,0.157272727272727,0.02,0.525925925925926,0.0288333333333333,0.142857142857143,0.0285714285714286,0.755
"bin_m14.cct71",0.488461538461538,0.270769230769231,0.2,0.01,0.179333333333333,0.0228,0.526923076923077,0.0909090909090909,0.0833333333333333,0.564,0.428571428571429,0.62,0.866666666666667,0.66,0.0481818181818182,0.02,0.22962962962963,0.0265,0.0857142857142857,0.0285714285714286,0.716666666666667
"bin_m14.mtb117_sub",0.533076923076923,0.358461538461538,0.12,0.01,0.239333333333333,0.0152,0.412307692307692,0.0909090909090909,0.266666666666667,0.674,0.442857142857143,0.768,0.88,0.746363636363636,0.120909090909091,0.02,0.409259259259259,0.0511666666666667,0.142857142857143,0.0285714285714286,0.85
"bin_m14.mtb121",0.521538461538462,0.521538461538462,0.28,0.01,0.263333333333333,0.0116,0.341538461538462,0.0909090909090909,0.416666666666667,0.799,0.414285714285714,0.764,0.833333333333333,0.735454545454545,0.0936363636363636,0.02,0.508518518518518,0.0501666666666667,0.0571428571428571,0.0285714285714286,0.811666666666667
"bin_m14.mtb129",0.557692307692308,0.417307692307692,0.064,0.0525,0.322,0,0.231538461538462,0.336363636363636,0.0916666666666667,0.537,0.0857142857142857,0.7728,0.766666666666667,0.542424242424242,0.0936363636363636,0.108,0.338148148148148,0.0288333333333333,0.157142857142857,0.0285714285714286,0.811666666666667
"bin_m14.mtb131",0.393846153846154,0.178076923076923,0.48,0.01,0.242,0.0056,0.192307692307692,0.0909090909090909,0.5,0.683,0.414285714285714,0.644,0.791666666666667,0.713636363636364,0.0363636363636364,0.02,0.380740740740741,0.0501666666666667,0.114285714285714,0.0285714285714286,0.518333333333333
"bin_m14.mtb143",0.401538461538462,0.276923076923077,0.1,0.01,0.190666666666667,0.0216,0.312307692307692,0.372727272727273,0.175,0.701,0.542857142857143,0.476,0.866666666666667,0.716666666666667,0.0727272727272727,0.02,0.522592592592593,0.02,0.171428571428571,0.0285714285714286,0.85
"bin_m14.mtb145_sub",0.261538461538462,0.188461538461538,0.1,0,0.133333333333333,0.016,0.158461538461538,0.145454545454545,0.1,0.692,0.2,0.4,0.541666666666667,0.390909090909091,0.0363636363636364,0.02,0.314074074074074,0.02,0.0571428571428571,0.0285714285714286,0.566666666666667
"bin_m14.mtb152_sub",0.423076923076923,0.0453846153846154,0,0.05625,0.113333333333333,0.0056,0.403846153846154,0.0181818181818182,0.166666666666667,0.564,0.414285714285714,0.6272,0.823333333333333,0.515454545454545,0.0481818181818182,0.02,0.147037037037037,0.0245,0.0571428571428571,0.0285714285714286,0.646666666666667
"bin_m14.mtb172",0.465384615384615,0.237692307692308,0,0.01,0.193333333333333,0.004,0.0584615384615385,0.336363636363636,0.0916666666666667,0.573,0.428571428571429,0.6992,0.92,0.387272727272727,0.0572727272727273,0.02,0.66,0.0251666666666667,0.157142857142857,0.0285714285714286,0.771666666666667
"bin_m14.mtb203",0.414615384615385,0.138461538461538,0,0.01,0.266666666666667,0.004,0.212307692307692,0.336363636363636,0.0333333333333333,0.594,0.442857142857143,0.64,1,0.567878787878788,0.0572727272727273,0.02,0.656666666666667,0.0355,0.142857142857143,0.0285714285714286,0.708333333333333
"bin_m14.mtb42",0.525384615384615,0.303846153846154,0.064,0.01,0.166666666666667,0,0.108461538461538,0.336363636363636,0.166666666666667,0.537,0.0857142857142857,0.776,0.866666666666667,0.405151515151515,0.0936363636363636,0.108,0.408148148148148,0.0468333333333333,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m14.mtb44",0.339230769230769,0.192692307692308,0.06,0,0.173333333333333,0.0388,0.326923076923077,0.336363636363636,0.141666666666667,0.36,0.185714285714286,0.572,0.881666666666667,0.64969696969697,0.157272727272727,0.02,0.578888888888889,0.0421666666666667,0.114285714285714,0.0285714285714286,0.748333333333333
"bin_m14.mxb149",0.175384615384615,0.0980769230769231,0,0.01,0.233333333333333,0.0056,0.526923076923077,0.790909090909091,0.166666666666667,0.799,0.414285714285714,0.816,0.781666666666667,0.746666666666667,0.111818181818182,0.02,0.714444444444444,0.0348333333333333,0.114285714285714,0.0285714285714286,0.85
"bin_m14.mxb51",0.653846153846154,0.263461538461538,0.064,0.01,0.146666666666667,0.004,0.393076923076923,0.336363636363636,0.175,0.513,0.442857142857143,0.78,0.896666666666667,0.578484848484848,0.0572727272727273,0.02,0.666666666666667,0.0335,0.0857142857142857,0.0285714285714286,0.771666666666667
"bin_m14.vmb100",0.736923076923077,0.38,0,0.03,0.193333333333333,0.004,0.373846153846154,0.336363636363636,0.1,0.513,0.442857142857143,0.6016,1,0.736666666666667,0.0572727272727273,0.02,0.644814814814815,0.0335,0.142857142857143,0.0285714285714286,0.8
"bin_m14.vmb113",0.153076923076923,0.131923076923077,0,0.01,0.28,0.0056,0.365384615384615,0.0181818181818182,0.166666666666667,0.769,0.357142857142857,0.5936,0.99,0.546363636363636,0.0481818181818182,0,0.158888888888889,0.0231666666666667,0.0571428571428571,0.0285714285714286,0.528333333333333
"bin_m14.vmb125",0.513076923076923,0.153076923076923,0.396,0.01,0.205333333333333,0.0172,0.418461538461538,0.0909090909090909,0.175,0.799,0.428571428571429,0.6824,0.846666666666667,0.752424242424242,0.111818181818182,0.108,0.158888888888889,0.0345,0.142857142857143,0.0285714285714286,0.755
"bin_m14.vmb146",0.399230769230769,0.215384615384615,0.2,0.01,0.246,0.0152,0.257692307692308,0.0909090909090909,0.333333333333333,0.718,0.0857142857142857,0.8168,0.865,0.637575757575758,0.102727272727273,0.02,0.383333333333333,0.0321666666666667,0.0857142857142857,0.0285714285714286,0.783333333333333
"bin_m14.vmb15_sub",0.66,0.4,0.06,0.01,0.16,0.0216,0.0892307692307692,0.118181818181818,0.0583333333333333,0.576,0.528571428571429,0.7184,0.893333333333333,0.433939393939394,0.0272727272727273,0.02,0.578888888888889,0.0261666666666667,0.0857142857142857,0.0285714285714286,0.788333333333333
"bin_m14.vmb151",0.527692307692308,0.23,0,0.01,0.0686666666666667,0.0284,0.204615384615385,0.0909090909090909,0.25,0.564,0.428571428571429,0.66,0.866666666666667,0.765757575757576,0.111818181818182,0.108,0.502592592592593,0.0288333333333333,0.142857142857143,0.0285714285714286,0.755
"bin_m14.vmb161",0.631538461538461,0.401538461538462,0.08,0.05625,0.188666666666667,0.0344,0.349230769230769,0.0909090909090909,0.25,0.799,0.428571428571429,0.7584,0.863333333333333,0.751818181818182,0.0636363636363636,0.02,0.37,0.0288333333333333,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m14.vmb179",0.332307692307692,0.198076923076923,0.1,0.01,0.133333333333333,0.016,0.127692307692308,0.145454545454545,0.166666666666667,0.641,0.2,0.4,0.716666666666667,0.381818181818182,0.0663636363636364,0.02,0.303703703703704,0.02,0.0571428571428571,0.0285714285714286,0.516666666666667
"bin_m14.vmb180",0.430769230769231,0.15,0,0.05625,0.188666666666667,0.0056,0.442307692307692,0.0909090909090909,0.175,0.564,0.428571428571429,0.624,0.866666666666667,0.532727272727273,0.0481818181818182,0.02,0.17962962962963,0.0245,0.0857142857142857,0.0285714285714286,0.646666666666667
"bin_m14.vmb42",0.483846153846154,0.4,0,0.05625,0.202,0.004,0.296153846153846,0.0909090909090909,0.00833333333333333,0.594,0.428571428571429,0.692,0.866666666666667,0.669393939393939,0.0572727272727273,0.02,0.261481481481481,0.0265,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m14.vmb46",0.515384615384615,0.226153846153846,0.06,0.01,0.266666666666667,0.004,0.127692307692308,0.336363636363636,0.125,0.664,0.1,0.916,0.875,0.619090909090909,0.0572727272727273,0.02,0.549259259259259,0.0271666666666667,0.157142857142857,0.0285714285714286,0.771666666666667
"bin_m14.vmb57_sub",0.503076923076923,0.378846153846154,0.124,0.01,0.208666666666667,0.004,0.108461538461538,0.336363636363636,0.0416666666666667,0.634,0.442857142857143,0.6736,0.901666666666667,0.663939393939394,0.0572727272727273,0.02,0.746666666666667,0.0368333333333333,0.0857142857142857,0.0285714285714286,0.828333333333333
"bin_m14.vmb84",0.439230769230769,0.233076923076923,0.08,0.05625,0.198,0.0056,0.327692307692308,0.0909090909090909,0.425,0.799,0.0857142857142857,0.7128,0.825,0.753939393939394,0.0481818181818182,0.02,0.184814814814815,0.0288333333333333,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m15.cct109_sub",0.596153846153846,0.473846153846154,0,0.05625,0.208666666666667,0.0268,0.335384615384615,0.0909090909090909,0.275,0.799,0.442857142857143,0.656,0.863333333333333,0.73969696969697,0.0845454545454545,0.02,0.297777777777778,0.0521666666666667,0.0285714285714286,0.0285714285714286,0.771666666666667
"bin_m15.cct143",0.806923076923077,0.491153846153846,0.256,0.01,0.284,0.0324,0.573076923076923,0.118181818181818,0.366666666666667,0.788,0.475714285714286,0.744,0.891666666666667,0.799090909090909,0.120909090909091,0.02,0.525925925925926,0.0555,0.142857142857143,0.0285714285714286,0.85
"bin_m15.cct169",0.450769230769231,0.309230769230769,0,0.01,0.192666666666667,0.004,0.534615384615385,0.0909090909090909,0.25,0.594,0.0857142857142857,0.6992,0.865,0.675151515151515,0.0572727272727273,0.02,0.222592592592593,0.0321666666666667,0.0857142857142857,0.0285714285714286,0.766666666666667
"bin_m15.cct181",0.591538461538462,0.223461538461538,0.196,0.05625,0.383333333333333,0.04,0.327692307692308,0.0909090909090909,0.175,0.7,0.414285714285714,0.7,0.833333333333333,0.693939393939394,0.0936363636363636,0.02,0.501481481481482,0.0205,0.0571428571428571,0.0285714285714286,0.716666666666667
"bin_m15.mtb129",0.496153846153846,0.253461538461538,0.1,0.01,0.2,0.016,0.127692307692308,0.145454545454545,0.0666666666666667,0.692,0.185714285714286,0.5256,0.808333333333333,0.391515151515152,0.0663636363636364,0.02,0.289259259259259,0.031,0.0571428571428571,0.0285714285714286,0.65
"bin_m15.mtb130_sub",0.652307692307692,0.490384615384615,0.28,0.01,0.232666666666667,0.0344,0.38,0.0181818181818182,0.25,0.718,0.414285714285714,0.8224,0.791666666666667,0.733030303030303,0.0936363636363636,0.02,0.315185185185185,0.0288333333333333,0.0571428571428571,0.0285714285714286,0.811666666666667
"bin_m15.mtb150_sub",0.629230769230769,0.410769230769231,0.064,0.01,0.0333333333333333,0,0.108461538461538,0.290909090909091,0.166666666666667,0.534,0.342857142857143,0.736,1,0.720909090909091,0.0481818181818182,0.02,0.730740740740741,0.0301666666666667,0.114285714285714,0.0285714285714286,0.833333333333333
"bin_m15.mtb67",0.533076923076923,0.396538461538462,0,0.05625,0.198,0.0112,0.218461538461538,0.0909090909090909,0.416666666666667,0.799,0.414285714285714,0.724,0.806666666666667,0.720606060606061,0.111818181818182,0.02,0.482592592592593,0.0288333333333333,0.114285714285714,0.0285714285714286,0.755
"bin_m15.mtb72",0.750769230769231,0.311923076923077,0.08,0.01,0.202,0.0344,0.250769230769231,0.0909090909090909,0.0916666666666667,0.799,0.428571428571429,0.728,0.825,0.765151515151515,0.0936363636363636,0.02,0.275185185185185,0.0288333333333333,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m15.mtb98",0.0538461538461538,0.0442307692307692,0,0.01,0.166666666666667,0,0.173076923076923,0.336363636363636,0.0916666666666667,0.564,0.428571428571429,0.86,0.935,0.705757575757576,0.0663636363636364,0.12,0.434814814814815,0.0245,0.142857142857143,0.0285714285714286,0.755
"bin_m15.mtb99_sub",0.332307692307692,0.198076923076923,0.1,0.01,0.133333333333333,0.016,0.158461538461538,0.145454545454545,0.175,0.641,0.2,0.448,0.716666666666667,0.387878787878788,0.0663636363636364,0.02,0.316296296296296,0.02,0.0571428571428571,0.0285714285714286,0.566666666666667
"bin_m15.mxb29",0.183846153846154,0.111538461538462,0.1,0.01,0.0933333333333333,0.004,0.0769230769230769,0.336363636363636,0.0583333333333333,0.285,0.114285714285714,0.4592,0.641666666666667,0.356363636363636,0.0572727272727273,0.02,0.356666666666667,0.0248333333333333,0.0857142857142857,0.0285714285714286,0.433333333333333
"bin_m15.mxb64_sub",0.785384615384615,0.274230769230769,0.28,0.03625,0.268,0.0344,0.335384615384615,0.0909090909090909,0.341666666666667,0.593,0.428571428571429,0.8384,0.786666666666667,0.783939393939394,0.0936363636363636,0.02,0.352962962962963,0.0321666666666667,0.0857142857142857,0.0285714285714286,0.811666666666667
"bin_m15.mxb73_sub",0.201538461538462,0.0980769230769231,0.04,0.01,0.08,0.004,0.0892307692307692,0.118181818181818,0.125,0.481,0.1,0.26,0.448333333333333,0.190606060606061,0.0390909090909091,0.02,0.186666666666667,0.01,0.0285714285714286,0.0285714285714286,0.183333333333333
"bin_m15.vmb109",0.734615384615385,0.140384615384615,0.064,0.01,0.246666666666667,0.004,0.0776923076923077,0.336363636363636,0.00833333333333333,0.513,0.428571428571429,0.752,0.915,0.336666666666667,0.0481818181818182,0.02,0.656296296296296,0.0251666666666667,0.0857142857142857,0.0285714285714286,0.755
