"","B01","B02","B03","B04","B08","B06","B07","B09","B10","D01","D02","D03","D04","D05","D06","D07","D08","D09"
"bin_m13.vmb72",0.823333333333333,0.6184375,0.0333333333333333,0.783888888888889,0.574545454545455,0.718461538461538,0.238846153846154,0,0.0080952380952381,0,0.407692307692308,0.3165,0.05625,0.166944444444444,0.105909090909091,0.431818181818182,0,0
"bin_m13.vmb79",0.823333333333333,0.73625,0.2,0.761666666666667,0.424545454545455,0.723846153846154,0.366923076923077,0,0.0080952380952381,0.2,0.463076923076923,0.2995,0.05625,0.323055555555556,0.0909090909090909,0.659090909090909,0,0.272727272727273
"bin_m13.vmb90",0.833333333333333,0.7459375,0.116666666666667,0.761666666666667,0.374545454545455,0.723846153846154,0.315,0,0.0319047619047619,0.28,0.658461538461538,0.1995,0.01,0.238055555555556,0.150909090909091,0.196363636363636,0.0476190476190476,0.181818181818182
"bin_m14.cct152",0.961666666666667,0.7203125,0.233333333333333,0.761666666666667,0.4,0.608461538461538,0.496153846153846,0,0.0080952380952381,0,0.133846153846154,0.029,0.01,0.291944444444444,0.105909090909091,0.25,0.00666666666666667,0.0909090909090909
"bin_m14.cct71",0.823333333333333,0.615,0.0333333333333333,0.518888888888889,0.52,0.608461538461538,0.130769230769231,0,0.0214285714285714,0.2,0.434615384615385,0.267,0.01,0.194722222222222,0.0904545454545455,0.613636363636364,0.0271428571428571,0.0909090909090909
"bin_m14.mtb117_sub",0.795,0.6571875,0.15,0.594444444444444,0.55,0.72,0.33,0,0.0371428571428571,0.08,0.445384615384615,0.321,0.01,0.298055555555556,0.105909090909091,0.469090909090909,0.0133333333333333,0.272727272727273
"bin_m14.mtb121",0.833333333333333,0.7334375,0.116666666666667,0.761666666666667,0.574545454545455,0.737692307692308,0.470384615384615,0,0.0452380952380952,0.28,0.490769230769231,0.563,0.01,0.257777777777778,0.135909090909091,0.394545454545455,0.0138095238095238,0.454545454545455
"bin_m14.mtb131",0.791666666666667,0.6853125,0.0666666666666667,0.693888888888889,0.404545454545455,0.643076923076923,0.337692307692308,0,0.0452380952380952,0.48,0.355384615384615,0.1915,0.01,0.191666666666667,0.105909090909091,0.181818181818182,0.00666666666666667,0.545454545454545
"bin_m14.mtb152_sub",0.823333333333333,0.5175,0.0333333333333333,0.518888888888889,0.465454545454545,0.641538461538462,0.117307692307692,0,0,0,0.392307692307692,0.054,0.05625,0.166944444444444,0.0454545454545455,0.431818181818182,0.00666666666666667,0.181818181818182
"bin_m14.mtb172",0.886666666666667,0.29625,0.0333333333333333,0.499444444444444,0.543636363636364,0.604230769230769,0.596923076923077,0,0.0080952380952381,0,0.380769230769231,0.179,0.01,0.344444444444444,0.181818181818182,0.0145454545454545,0,0.0909090909090909
"bin_m14.mtb203",0.981666666666667,0.4790625,0.0333333333333333,0.518888888888889,0.465454545454545,0.515,0.574230769230769,0,0.0080952380952381,0,0.314615384615385,0.075,0.01,0.372222222222222,0.227272727272727,0.196363636363636,0,0
"bin_m14.mtb42",0.823333333333333,0.3303125,0.116666666666667,0.499444444444444,0.424545454545455,0.738461538461539,0.331538461538462,0,0.0319047619047619,0.064,0.479230769230769,0.325,0.01,0.191111111111111,0.181818181818182,0.0827272727272727,0,0.181818181818182
"bin_m14.mxb149",0.781666666666667,0.735625,0.15,0.761666666666667,0.604545454545454,0.8,0.716923076923077,0,0.0214285714285714,0,0.144615384615385,0.1125,0.01,0.386944444444444,0.386363636363636,0.613636363636364,0.00666666666666667,0.181818181818182
"bin_m14.vmb100",0.99,0.683125,0.0333333333333333,0.443888888888889,0.55,0.508076923076923,0.551153846153846,0,0.0080952380952381,0,0.653846153846154,0.379,0.03,0.245277777777778,0.181818181818182,0.423636363636364,0,0.0909090909090909
"bin_m14.vmb113",0.99,0.555625,0.0333333333333333,0.761666666666667,0.506363636363636,0.609230769230769,0.118076923076923,0,0,0,0.153076923076923,0.1415,0.01,0.189444444444444,0.181818181818182,0.431818181818182,0.00666666666666667,0.181818181818182
"bin_m14.vmb125",0.803333333333333,0.7259375,0.15,0.783888888888889,0.55,0.671538461538462,0.0880769230769231,0,0.0161904761904762,0.396,0.459230769230769,0.154,0.01,0.284722222222222,0.117272727272727,0.485454545454545,0.0204761904761905,0.181818181818182
"bin_m14.vmb146",0.815,0.55125,0.116666666666667,0.714444444444444,0.37,0.781538461538462,0.292307692307692,0,0.0080952380952381,0.2,0.306923076923077,0.125,0.01,0.104722222222222,0.135909090909091,0.25,0.0133333333333333,0.363636363636364
"bin_m14.vmb151",0.833333333333333,0.7521875,0.15,0.518888888888889,0.55,0.646923076923077,0.468076923076923,0,0.0080952380952381,0,0.490769230769231,0.229,0.01,0.180555555555556,0.015,0.196363636363636,0.0338095238095238,0.272727272727273
"bin_m14.vmb15_sub",0.676666666666667,0.206875,0.0333333333333333,0.406666666666667,0.489090909090909,0.505769230769231,0.420384615384615,0,0,0,0.484615384615385,0.325,0.01,0.295833333333333,0.0454545454545455,0.0145454545454545,0.00666666666666667,0
"bin_m14.vmb161",0.813333333333333,0.7128125,0.116666666666667,0.761666666666667,0.574545454545455,0.729230769230769,0.288076923076923,0,0.0080952380952381,0.08,0.554615384615385,0.392,0.05625,0.349166666666667,0.105909090909091,0.394545454545455,0.040952380952381,0.272727272727273
"bin_m14.vmb180",0.823333333333333,0.5071875,0.0333333333333333,0.518888888888889,0.465454545454545,0.609230769230769,0.117307692307692,0,0,0,0.392307692307692,0.15,0.05625,0.166944444444444,0.105909090909091,0.477272727272727,0.00666666666666667,0.181818181818182
"bin_m14.vmb42",0.823333333333333,0.604375,0.0333333333333333,0.518888888888889,0.574545454545455,0.602692307692308,0.162307692307692,0,0,0,0.406923076923077,0.35,0.05625,0.166944444444444,0.105909090909091,0.295454545454545,0,0
"bin_m14.vmb46",0.781666666666667,0.4728125,0.0333333333333333,0.518888888888889,0.393636363636364,0.738461538461539,0.408846153846154,0,0.0080952380952381,0,0.399230769230769,0.179,0.01,0.168888888888889,0.227272727272727,0.06,0,0.0909090909090909
"bin_m14.vmb57_sub",0.801666666666667,0.5425,0.0333333333333333,0.518888888888889,0.574545454545455,0.508076923076923,0.679230769230769,0,0.0080952380952381,0.064,0.386923076923077,0.3375,0.01,0.175833333333333,0.196818181818182,0.0372727272727273,0,0
"bin_m14.vmb84",0.781666666666667,0.721875,0.0333333333333333,0.761666666666667,0.424545454545455,0.685384615384615,0.107307692307692,0,0.0080952380952381,0.08,0.377692307692308,0.238,0.05625,0.150277777777778,0.105909090909091,0.378181818181818,0.00666666666666667,0.454545454545455
"bin_m15.cct109_sub",0.813333333333333,0.6753125,0.0833333333333333,0.761666666666667,0.543636363636364,0.564230769230769,0.151538461538462,0,0.0319047619047619,0,0.500769230769231,0.446,0.05625,0.335277777777778,0.105909090909091,0.378181818181818,0.0271428571428571,0.272727272727273
"bin_m15.cct143",0.771666666666667,0.6228125,0.15,0.714444444444444,0.55,0.685384615384615,0.353846153846154,0,0.0319047619047619,0.196,0.664615384615385,0.4835,0.01,0.278611111111111,0.150909090909091,0.659090909090909,0.0338095238095238,0.363636363636364
"bin_m15.cct169",0.815,0.60875,0.0333333333333333,0.518888888888889,0.37,0.660769230769231,0.0996153846153846,0,0.0080952380952381,0,0.373846153846154,0.267,0.01,0.0975,0.0904545454545455,0.613636363636364,0,0.272727272727273
"bin_m15.cct181",0.833333333333333,0.678125,0.116666666666667,0.67,0.52,0.685384615384615,0.474615384615385,0,0.0080952380952381,0.196,0.553076923076923,0.2505,0.05625,0.275277777777778,0.226818181818182,0.378181818181818,0.0476190476190476,0.181818181818182
"bin_m15.mtb130_sub",0.791666666666667,0.7309375,0.116666666666667,0.714444444444444,0.574545454545455,0.806153846153846,0.261153846153846,0,0.0080952380952381,0.28,0.621538461538462,0.5375,0.01,0.238055555555556,0.135909090909091,0.44,0.040952380952381,0.272727272727273
"bin_m15.mtb150_sub",1,0.7278125,0.0333333333333333,0.518888888888889,0.604545454545454,0.738461538461539,0.716538461538462,0,0.0080952380952381,0.064,0.629230769230769,0.454,0.01,0.316666666666667,0.0909090909090909,0.0827272727272727,0,0.181818181818182
"bin_m15.mtb67",0.773333333333333,0.711875,0.15,0.761666666666667,0.55,0.699230769230769,0.443461538461538,0,0.0080952380952381,0,0.494615384615385,0.4255,0.05625,0.39,0.105909090909091,0.212727272727273,0.0133333333333333,0.454545454545455
"bin_m15.mtb72",0.791666666666667,0.7203125,0.116666666666667,0.761666666666667,0.574545454545455,0.641153846153846,0.197307692307692,0,0.0080952380952381,0.08,0.683076923076923,0.3005,0.01,0.238055555555556,0.105909090909091,0.241818181818182,0.040952380952381,0.0909090909090909
"bin_m15.mtb98",0.901666666666667,0.681875,0.0666666666666667,0.518888888888889,0.55,0.834615384615385,0.385,0,0,0,0,0.0125,0.01,0.470277777777778,0.0909090909090909,0.159090909090909,0,0.0909090909090909
"bin_m15.mxb29",0.458333333333333,0.1334375,0.0333333333333333,0.201111111111111,0.0909090909090909,0.28,0.151153846153846,0,0,0.04,0.0223076923076923,0,0.01,0,0.0909090909090909,0,0,0
"bin_m15.mxb64_sub",0.736666666666667,0.7459375,0.116666666666667,0.516111111111111,0.574545454545455,0.806153846153846,0.255,0,0.0080952380952381,0.28,0.716153846153846,0.2165,0.03625,0.3075,0.150909090909091,0.378181818181818,0.040952380952381,0.363636363636364
"bin_m15.mxb73_sub",0.298333333333333,0.0309375,0,0.377222222222222,0,0.0769230769230769,0.0284615384615385,0,0,0,0.0861538461538462,0.0125,0.01,0.055,0,0.0145454545454545,0,0.0909090909090909
"bin_m15.vmb109",0.898333333333333,0.258125,0.0333333333333333,0.471666666666667,0.543636363636364,0.667307692307692,0.600769230769231,0,0.0080952380952381,0.064,0.665384615384615,0.0875,0.01,0.344444444444444,0.227272727272727,0.0372727272727273,0,0
"bin_m15.vmb121",0.475,0.6965625,0.116666666666667,0.908333333333333,0.879090909090909,0.743076923076923,0.451538461538462,0,0.0080952380952381,0.2,0.432307692307692,0.438,0.05625,0.294166666666667,0.150909090909091,0.613636363636364,0.0338095238095238,0.363636363636364
"bin_m15.vmb122",0.815,0.1625,0.116666666666667,0.499444444444444,0.424545454545455,0.776923076923077,0.415384615384615,0,0.0080952380952381,0,0.342307692307692,0.3625,0.01,0.182222222222222,0.272727272727273,0.06,0.00666666666666667,0.0909090909090909
"bin_m15.vmb155",0.668333333333333,0.67,0.116666666666667,0.761666666666667,0.574545454545455,0.776153846153846,0.236153846153846,0,0.0214285714285714,0.08,0.46,0.2795,0.05625,0.238055555555556,0.105909090909091,0.378181818181818,0.00666666666666667,0.181818181818182
"bin_m15.vmb17",0.833333333333333,0.7040625,0.116666666666667,0.761666666666667,0.52,0.558846153846154,0.431538461538462,0,0.0319047619047619,0.2,0.403846153846154,0.321,0.05625,0.278055555555556,0.0904545454545455,0.613636363636364,0.0880952380952381,0.454545454545455
"bin_m15.vmb172",0.75,0.72,0.116666666666667,0.761666666666667,0.424545454545455,0.723846153846154,0.198076923076923,0,0.0080952380952381,0.28,0.537692307692308,0.312,0.01,0.204166666666667,0.120909090909091,0.423636363636364,0.040952380952381,0.363636363636364
"bin_m16.mtb139",0.833333333333333,0.7128125,0.116666666666667,0.761666666666667,0.52,0.806153846153846,0.300769230769231,0,0.0080952380952381,0.08,0.618461538461539,0.5295,0.05625,0.3075,0.105909090909091,0.394545454545455,0.0138095238095238,0.181818181818182
"bin_m16.mtb186",0.971666666666667,0.354375,0.0333333333333333,0.714444444444444,0.318181818181818,0.736153846153846,0.335384615384615,0,0,0,0.243076923076923,0.0875,0.01,0.109444444444444,0.0113636363636364,0.522727272727273,0.00666666666666667,0.363636363636364
"bin_m16.mtb222",0.805,0.288125,0.0333333333333333,0.714444444444444,0.574545454545455,0.164615384615385,0.122307692307692,0,0,0,0.305384615384615,0.1665,0.01,0.115555555555556,0.105909090909091,0.431818181818182,0,0.272727272727273
"bin_m16.mtb225",0.823333333333333,0.34,0.0333333333333333,0.714444444444444,0.574545454545455,0.273461538461538,0.109230769230769,0,0,0,0.492307692307692,0.4165,0.01,0.115555555555556,0.015,0.477272727272727,0,0.181818181818182
"bin_m16.mtb29",0.88,0.461875,0.0333333333333333,0.518888888888889,0.309090909090909,0.648846153846154,0.194230769230769,0,0.0080952380952381,0,0.636153846153846,0.3415,0.01,0.245833333333333,0.0454545454545455,0.378181818181818,0.00666666666666667,0.181818181818182
"bin_m16.mtb39",0.921666666666667,0.7059375,0.0666666666666667,0.518888888888889,0.55,0.876923076923077,0.498846153846154,0,0.0214285714285714,0,0,0.0625,0.01,0.329166666666667,0.272727272727273,0.0145454545454545,0.00666666666666667,0.0909090909090909
"bin_m16.mtb79",0.823333333333333,0.414375,0.116666666666667,0.443888888888889,0.424545454545455,0.648846153846154,0.324615384615385,0,0.0080952380952381,0.064,0.542307692307692,0.354,0.01,0.260555555555556,0.136363636363636,0.0827272727272727,0,0.181818181818182
"bin_m16.mxb25",0.823333333333333,0.6565625,0.0333333333333333,0.761666666666667,0.37,0.674615384615385,0.0996153846153846,0,0.0214285714285714,0,0.434615384615385,0.267,0.01,0.125277777777778,0.0904545454545455,0.659090909090909,0.00666666666666667,0.272727272727273
"bin_m16.mxb27_sub",0.791666666666667,0.7740625,0.15,0.625555555555556,0.604545454545454,0.700769230769231,0.306923076923077,0,0.0080952380952381,0.08,0.697692307692308,0.504,0.01,0.187222222222222,0.105909090909091,0.196363636363636,0.0204761904761905,0.272727272727273
"bin_m16.mxb47_sub",0.833333333333333,0.72375,0.15,0.783888888888889,0.604545454545454,0.685384615384615,0.515769230769231,0,0.0080952380952381,0.104,0.413846153846154,0.246,0.01,0.2725,0.045,0.485454545454545,0.040952380952381,0.363636363636364
"bin_m16.mxb5",0.833333333333333,0.710625,0.116666666666667,0.783888888888889,0.543636363636364,0.806153846153846,0.386923076923077,0,0.0080952380952381,0.08,0.639230769230769,0.5335,0.05625,0.368055555555556,0.105909090909091,0.613636363636364,0.0476190476190476,0.363636363636364
"bin_m16.vmb118",0.88,0.3071875,0.0333333333333333,0.443888888888889,0.37,0.592307692307692,0.513076923076923,0,0.0080952380952381,0,0.283076923076923,0.0875,0.01,0.275,0.181818181818182,0.378181818181818,0,0.0909090909090909
"bin_m16.vmb148",1,0.4934375,0.0333333333333333,0.518888888888889,0.574545454545455,0.648846153846154,0.616923076923077,0,0.0080952380952381,0,0.458461538461538,0.3375,0.03125,0.259722222222222,0.136363636363636,0.423636363636364,0,0.0909090909090909
"bin_m16.vmb70_sub",0.743333333333333,0.191875,0,0.667222222222222,0.513636363636364,0.273461538461538,0.0934615384615385,0,0,0,0.285384615384615,0.104,0.04625,0.0972222222222222,0,0.196363636363636,0,0.181818181818182
"bin_m16.vmb88",0.823333333333333,0.66875,0.0333333333333333,0.518888888888889,0.574545454545455,0.767692307692308,0.162307692307692,0,0.0238095238095238,0,0.440769230769231,0.308,0.05625,0.194722222222222,0.105909090909091,0.477272727272727,0,0.272727272727273
"bin_m16.vmb9",1,0.609375,0.0333333333333333,0.518888888888889,0.604545454545454,0.738461538461539,0.605384615384615,0,0.0080952380952381,0.064,0.328461538461538,0.354,0.01,0.358333333333333,0.0909090909090909,0.0827272727272727,0,0.181818181818182
"bin_m17.cct113",0.815,0.489375,0.0333333333333333,0.67,0.37,0.310384615384615,0.113461538461538,0,0.0319047619047619,0.08,0.197692307692308,0.0125,0.01,0.150277777777778,0.135909090909091,0.196363636363636,0.00666666666666667,0.272727272727273
"bin_m17.cct133",0.785,0.6684375,0.116666666666667,0.761666666666667,0.424545454545455,0.689230769230769,0.263846153846154,0,0,0.2,0.598461538461538,0.371,0.04625,0.264166666666667,0.015,0.25,0.0133333333333333,0.545454545454545
"bin_m17.cct135_sub",0.375,0.2446875,0.233333333333333,0.409444444444444,0.454545454545455,0.241923076923077,0.153076923076923,0,0,0,0.0253846153846154,0,0.01,0.143333333333333,0.0909090909090909,0.613636363636364,0,0.0909090909090909
"bin_m17.cct95",0.833333333333333,0.5390625,0.15,0.153888888888889,0.454545454545455,0.196923076923077,0.417692307692308,0,0.0080952380952381,0,0.144615384615385,0.0955,0.1225,0.198888888888889,0.136363636363636,0.25,0.0271428571428571,0.0909090909090909
"bin_m17.cct99",0.961666666666667,0.26375,0.0333333333333333,0.518888888888889,0.489090909090909,0.631153846153846,0.501538461538461,0,0.0080952380952381,0,0.433076923076923,0.0915,0.01,0.308333333333333,0.136363636363636,0.0145454545454545,0.0133333333333333,0.0909090909090909
"bin_m17.mtb117",0.786666666666667,0.2496875,0.116666666666667,0.499444444444444,0.315454545454545,0.776923076923077,0.298461538461538,0,0.0080952380952381,0,0.355384615384615,0.4,0.01,0.210555555555556,0.181818181818182,0.06,0,0.0909090909090909
"bin_m17.mtb142",0.703333333333333,0.7434375,0.116666666666667,0.761666666666667,0.574545454545455,0.694615384615385,0.498076923076923,0,0.0080952380952381,0.28,0.554615384615385,0.229,0.01,0.265833333333333,0.105909090909091,0.0145454545454545,0.0476190476190476,0.272727272727273
"bin_m17.mtb168",1,0.3846875,0.116666666666667,0.499444444444444,0.424545454545455,0.738461538461539,0.594615384615385,0,0.0080952380952381,0,0.29,0.3375,0.01,0.316111111111111,0.227272727272727,0.0145454545454545,0,0.272727272727273
"bin_m17.mtb206",0.823333333333333,0.335,0.0333333333333333,0.714444444444444,0.574545454545455,0.241538461538462,0.140769230769231,0,0,0,0.305384615384615,0.1665,0.01,0.115555555555556,0.105909090909091,0.431818181818182,0,0.181818181818182
"bin_m17.mtb85",0.0416666666666667,0,0.0833333333333333,0.424444444444444,0,0.1,0.0338461538461538,0,0,0,0.0861538461538462,0,0.05625,0.0833333333333333,0,0.0145454545454545,0,0
"bin_m17.mxb54",0.833333333333333,0.78125,0.15,0.518888888888889,0.604545454545454,0.694615384615385,0.517307692307692,0,0.0080952380952381,0.17,0.573076923076923,0.229,0.01,0.2425,0.015,0.241818181818182,0.040952380952381,0.454545454545455
"bin_m17.vmb109",0.333333333333333,0.0515625,0,0,0,0.241923076923077,0.0369230769230769,0,0,0,0,0.0125,0,0,0,0,0,0
"bin_m17.vmb122",0.0833333333333333,0,0,0.424444444444444,0,0,0.0369230769230769,0,0,0,0.0861538461538462,0,0.05625,0,0,0.0145454545454545,0,0.0909090909090909
"bin_m17.vmb141",0.833333333333333,0.4934375,0.0333333333333333,0.518888888888889,0.574545454545455,0.648846153846154,0.616923076923077,0,0.0080952380952381,0.064,0.348461538461538,0.3375,0.03125,0.259722222222222,0.136363636363636,0.446363636363636,0,0.181818181818182
"bin_m17.vmb17",0.72,0.3275,0.0333333333333333,0.714444444444444,0.574545454545455,0.273461538461538,0.0592307692307692,0,0,0,0.279230769230769,0.154,0.01,0.115555555555556,0.105909090909091,0.431818181818182,0,0
"bin_m17.vmb18",0.773333333333333,0.6528125,0.116666666666667,0.761666666666667,0.374545454545455,0.806153846153846,0.328846153846154,0,0.0080952380952381,0.08,0.609230769230769,0.492,0.05625,0.298333333333333,0.105909090909091,0.378181818181818,0.040952380952381,0.181818181818182
"bin_m17.vmb56",0.823333333333333,0.3921875,0.0333333333333333,0.471666666666667,0.574545454545455,0.603076923076923,0.133076923076923,0,0.0238095238095238,0,0.484615384615385,0.1955,0.05625,0.115555555555556,0.0604545454545455,0.431818181818182,0.00666666666666667,0
"bin_m17.vmb58",0.675,0.683125,0.116666666666667,0.377222222222222,0.374545454545455,0.806153846153846,0.365769230769231,0,0.0080952380952381,0.08,0.603076923076923,0.429,0.01,0.273611111111111,0.105909090909091,0.0454545454545455,0.040952380952381,0.0909090909090909
"bin_m17.vmb79",0.833333333333333,0.7334375,0.116666666666667,0.761666666666667,0.52,0.729230769230769,0.210769230769231,0,0.0080952380952381,0.08,0.626153846153846,0.542,0.05625,0.418611111111111,0.105909090909091,0.394545454545455,0.040952380952381,0.272727272727273
"bin_m17.vmb99",0.896666666666667,0.641875,0.0333333333333333,0.518888888888889,0.604545454545454,0.738461538461539,0.695,0,0.0080952380952381,0,0.670769230769231,0.0875,0.01,0.259722222222222,0.196818181818182,0.378181818181818,0,0.181818181818182
"bin_m18.cct36",0.735,0.5040625,0.116666666666667,0.518888888888889,0.279090909090909,0.738461538461539,0.660384615384615,0,0.0080952380952381,0,0.214615384615385,0.0875,0.01,0.230833333333333,0.136363636363636,0.0145454545454545,0.00666666666666667,0.0909090909090909
"bin_m18.cct47",0.99,0.4753125,0.0333333333333333,0.499444444444444,0.574545454545455,0.661538461538462,0.732692307692308,0,0.0080952380952381,0,0.515384615384615,0.279,0.01,0.413888888888889,0.181818181818182,0.378181818181818,0.0133333333333333,0.0909090909090909
"bin_m18.cct80",0,0,0,0.424444444444444,0.0545454545454545,0.106153846153846,0,0,0,0,0.0253846153846154,0,0,0.138888888888889,0,0.0145454545454545,0,0
"bin_m18.cct89_sub",0.771666666666667,0.7084375,0.116666666666667,0.518888888888889,0.328181818181818,0.694615384615385,0.398461538461538,0,0.0238095238095238,0.08,0.445384615384615,0.096,0.05625,0.238055555555556,0.135909090909091,0.196363636363636,0.0138095238095238,0.272727272727273
"bin_m18.mtb115",0.761666666666667,0.3234375,0.0333333333333333,0.471666666666667,0.574545454545455,0.594615384615385,0.105,0,0,0,0.416923076923077,0.15,0.01,0.0877777777777778,0.0454545454545455,0.477272727272727,0,0
"bin_m18.mtb136",0.958333333333333,0.5840625,0.116666666666667,0.499444444444444,0.454545454545455,0.856923076923077,0.581923076923077,0,0.0080952380952381,0,0.365384615384615,0.175,0.01,0.302222222222222,0.196818181818182,0.0145454545454545,0,0
"bin_m18.mtb158",0.981666666666667,0.2953125,0.0333333333333333,0.518888888888889,0.543636363636364,0.738461538461539,0.513846153846154,0,0.0080952380952381,0,0.333846153846154,0.0915,0.01,0.315277777777778,0.136363636363636,0.0145454545454545,0.00666666666666667,0.0909090909090909
"bin_m18.mtb175",0.736666666666667,0.7409375,0.116666666666667,0.761666666666667,0.424545454545455,0.767692307692308,0.287692307692308,0,0.0319047619047619,0.08,0.596923076923077,0.2335,0.01,0.1875,0.105909090909091,0.431818181818182,0.040952380952381,0.0909090909090909
"bin_m18.mtb188",0.833333333333333,0.3675,0.116666666666667,0.499444444444444,0.424545454545455,0.738461538461539,0.770384615384615,0,0.0080952380952381,0,0.249230769230769,0.3,0.0525,0.316111111111111,0.227272727272727,0.423636363636364,0,0.181818181818182
"bin_m18.mtb41",0.641666666666667,0.2315625,0.0666666666666667,0.714444444444444,0.150909090909091,0.179230769230769,0.0338461538461538,0.0471428571428571,0,0,0.15,0.0125,0.05625,0.0183333333333333,0,0.25,0,0.181818181818182
"bin_m18.vmb13",0.606666666666667,0.43625,0.0333333333333333,0.424444444444444,0.37,0.545384615384615,0.298846153846154,0,0,0,0.373846153846154,0.2165,0,0.0508333333333333,0.0909090909090909,0.06,0.00666666666666667,0.181818181818182
"bin_m18.vmb14",0.701666666666667,0.661875,0.0333333333333333,0.518888888888889,0.52,0.608461538461538,0.130769230769231,0,0.0214285714285714,0,0.434615384615385,0.267,0.01,0.148055555555556,0.0604545454545455,0.378181818181818,0.0271428571428571,0.0909090909090909
"bin_m18.vmb26",0.628333333333333,0.215,0.0333333333333333,0.667222222222222,0.574545454545455,0.273461538461538,0.109230769230769,0,0.0238095238095238,0,0.247692307692308,0.0915,0.05625,0.0694444444444444,0.105909090909091,0.196363636363636,0,0.181818181818182
"bin_m18.vmb41",0.74,0.5959375,0.0333333333333333,0.761666666666667,0.574545454545455,0.608461538461538,0.0846153846153846,0,0,0.2,0.173846153846154,0.1665,0.01,0.194722222222222,0.105909090909091,0.295454545454545,0,0.181818181818182
"bin_m19.mtb113_sub",0.791666666666667,0.729375,0.0333333333333333,0.563333333333333,0.52,0.666923076923077,0.506538461538461,0,0.0238095238095238,0.08,0.551538461538462,0.4255,0.01,0.196388888888889,0.135909090909091,0.423636363636364,0.0338095238095238,0.454545454545455
"bin_m19.mtb139_sub",0.646666666666667,0.6771875,0.2,0.908333333333333,0.574545454545455,0.433461538461538,0.494230769230769,0.235714285714286,0.0080952380952381,0.396,0.197692307692308,0.229,0.05625,0.475833333333333,0.143636363636364,0.613636363636364,0.0457142857142857,0.363636363636364
"bin_m19.mtb26",0.815,0.35,0,0.471666666666667,0.513636363636364,0.648846153846154,0.594230769230769,0,0.0080952380952381,0.064,0.487692307692308,0.2625,0.01,0.238333333333333,0.227272727272727,0.219090909090909,0,0.0909090909090909
"bin_m19.mtb38",0.823333333333333,0.279375,0.0333333333333333,0.714444444444444,0.574545454545455,0.233461538461538,0.09,0,0,0.2,0.389230769230769,0.3415,0.05625,0.115555555555556,0.105909090909091,0.477272727272727,0,0.181818181818182
"bin_m19.mtb67",0.833333333333333,0.7196875,0.116666666666667,0.761666666666667,0.574545454545455,0.578076923076923,0.472692307692308,0,0.0214285714285714,0.2,0.404615384615385,0.338,0.05625,0.313611111111111,0.105909090909091,0.704545454545455,0.0538095238095238,0.454545454545455
"bin_m19.mxb14_sub",0.833333333333333,0.5759375,0.0333333333333333,0.518888888888889,0.52,0.776923076923077,0.580769230769231,0,0.0080952380952381,0,0.679230769230769,0.5415,0.01,0.415555555555556,0.272727272727273,0.06,0.0133333333333333,0.181818181818182
"bin_m19.mxb65",0.781666666666667,0.1984375,0.0333333333333333,0.443888888888889,0.339090909090909,0.667307692307692,0.634230769230769,0,0.0238095238095238,0,0.515384615384615,0.2125,0.01,0.288888888888889,0.0909090909090909,0.378181818181818,0.00666666666666667,0
"bin_m19.vmb107",0.72,0.3225,0.116666666666667,0.499444444444444,0.315454545454545,0.738461538461539,0.296538461538462,0,0.0080952380952381,0.064,0.277692307692308,0.1375,0.01,0.141111111111111,0.227272727272727,0.219090909090909,0.00666666666666667,0
"bin_m19.vmb115",0.823333333333333,0.3390625,0.283333333333333,0.714444444444444,0.574545454545455,0.274230769230769,0.118461538461538,0,0,0.2,0.439230769230769,0.1665,0.01,0.282222222222222,0.015,0.477272727272727,0,0.272727272727273
"bin_m19.vmb88",0.823333333333333,0.3184375,0.0333333333333333,0.714444444444444,0.574545454545455,0.233461538461538,0.09,0,0,0,0.276153846153846,0.1665,0.01,0.115555555555556,0,0.431818181818182,0,0.181818181818182
"bin_m2.cct49",0.776666666666667,0.5375,0.0333333333333333,0.908333333333333,0.29,0.466538461538462,0.352307692307692,0,0.0080952380952381,0,0.474615384615385,0.371,0.05625,0.193055555555556,0.0604545454545455,0.196363636363636,0.00666666666666667,0.181818181818182
"bin_m2.mtb108",0.833333333333333,0.7065625,0.116666666666667,0.908333333333333,0.574545454545455,0.743076923076923,0.457307692307692,0,0.0319047619047619,0.2,0.343076923076923,0.4255,0.05625,0.266388888888889,0.105909090909091,0.431818181818182,0.0138095238095238,0.363636363636364
"bin_m2.mtb163",0.578333333333333,0.296875,0.0666666666666667,0.714444444444444,0.604545454545454,0.179230769230769,0.0896153846153846,0,0,0,0.159230769230769,0.0125,0.05625,0.1225,0,0.25,0,0.181818181818182
"bin_m2.mtb182",0.75,0.754375,0.116666666666667,0.313333333333333,0.574545454545455,0.723846153846154,0.481153846153846,0.08,0.0319047619047619,0.304,0.613076923076923,0.229,0.01,0.216944444444444,0.120909090909091,0.196363636363636,0.0542857142857143,0.454545454545455
"bin_m2.mtb186",0.833333333333333,0.703125,0.116666666666667,0.714444444444444,0.52,0.697692307692308,0.24,0,0.0080952380952381,0.49,0.491538461538462,0.3415,0.01,0.3325,0.105909090909091,0.659090909090909,0.00666666666666667,0.181818181818182
"bin_m2.mtb5_sub",0.758333333333333,0.6896875,0.0333333333333333,0.761666666666667,0.424545454545455,0.685384615384615,0.288846153846154,0,0.0080952380952381,0,0.196153846153846,0.075,0.01,0.125277777777778,0.105909090909091,0.431818181818182,0.00666666666666667,0.363636363636364
