Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5	Completeness	Contamination	Strain heterogeneity
m14.mtb149	p__Bacteroidetes (UID2605)	350	314	208	41	253	20	0	0	0	87.02	6.62	20
m14.mtb150	o__Bacteroidales (UID2617)	213	406	265	83	323	0	0	0	0	81.51	0	0
m14.mtb152_sub	c__Clostridia (UID1118)	387	223	124	6	215	2	0	0	0	97.15	1.21	0
m14.mtb161_sub	f__Enterobacteriaceae (UID5124)	134	1173	336	86	978	107	1	1	0	93.97	9.66	81.03
m14.mtb162	k__Bacteria (UID2329)	174	149	89	65	84	0	0	0	0	43.5	0	0
m14.mtb165_sub	k__Bacteria (UID2329)	174	149	89	44	103	2	0	0	0	59.93	1.69	0
m14.mtb166	o__Bacteroidales (UID2617)	213	406	265	21	363	22	0	0	0	94.34	7.55	13.64
m14.mtb17	f__Lachnospiraceae (UID1255)	90	354	174	47	298	9	0	0	0	85.52	3.93	11.11
m14.mtb172	o__Bacteroidales (UID2617)	213	406	265	32	374	0	0	0	0	89.43	0	0
m14.mtb176	k__Bacteria (UID2569)	434	278	186	2	275	1	0	0	0	99.19	0.54	0
m14.mtb182	o__Bacteroidales (UID2617)	213	406	265	2	401	3	0	0	0	99.43	0.63	33.33
m14.mtb185_sub	k__Bacteria (UID1453)	901	171	117	83	85	3	0	0	0	45.08	1.88	0
m14.mtb187	o__Bacteroidales (UID2617)	213	406	265	75	321	10	0	0	0	86.35	2.58	30
m14.mtb189_sub	c__Clostridia (UID1118)	387	223	124	13	208	2	0	0	0	93.55	0.23	0
m14.mtb197	k__Bacteria (UID2329)	174	149	89	30	113	6	0	0	0	79.01	1.37	16.67
m14.mtb201_sub	k__Bacteria (UID2569)	434	278	186	15	258	5	0	0	0	93.55	1.97	40
m14.mtb203	o__Bacteroidales (UID2617)	213	406	265	61	344	1	0	0	0	87.11	0.19	0
m14.mtb204_sub	o__Lactobacillales (UID355)	490	336	184	6	325	5	0	0	0	96.74	2.19	0
m14.mtb20_sub	o__Clostridiales (UID1226)	155	278	158	13	258	7	0	0	0	95.53	2.02	14.29
m14.mtb218_sub	o__Clostridiales (UID1212)	172	263	149	15	243	5	0	0	0	97.32	2.91	0
m14.mtb25	p__Bacteroidetes (UID2605)	350	314	208	15	289	10	0	0	0	98.24	3.69	0
m14.mtb27	o__Bacteroidales (UID2617)	213	406	265	9	394	3	0	0	0	97.17	0.88	33.33
m14.mtb32	k__Bacteria (UID2495)	2993	147	91	11	136	0	0	0	0	89.01	0	0
m14.mtb33	g__Lactobacillus (UID380)	58	449	129	1	446	2	0	0	0	99.22	1.16	0
m14.mtb34	k__Bacteria (UID203)	5449	104	58	0	73	31	0	0	0	100	15.2	64.52
m14.mtb36	k__Bacteria (UID2569)	434	278	186	11	264	3	0	0	0	94.89	1.08	0
m14.mtb38	o__Bacteroidales (UID2617)	213	406	265	24	379	3	0	0	0	97.31	1.13	0
m14.mtb42	p__Bacteroidetes (UID2605)	350	314	208	24	273	17	0	0	0	94.52	4.74	76.47
m14.mtb43	k__Bacteria (UID2328)	3167	126	75	4	121	1	0	0	0	94.67	0.11	0
m14.mtb44	k__Bacteria (UID1453)	901	171	117	54	116	1	0	0	0	67.09	0.85	0
m14.mtb50	f__Lachnospiraceae (UID1255)	90	354	174	28	314	12	0	0	0	91.36	5.11	33.33
m14.mtb60	o__Bacteroidales (UID2617)	213	406	265	10	391	5	0	0	0	97.17	1.51	20
m14.mtb62	o__Clostridiales (UID1226)	155	278	158	34	242	2	0	0	0	91.5	0.84	0
m14.mtb67_sub	o__Bacteroidales (UID2617)	213	406	265	7	387	12	0	0	0	97.92	2.83	33.33
m14.mtb69_sub	f__Lachnospiraceae (UID1255)	90	354	174	42	293	19	0	0	0	92.09	6.74	47.37
m14.mtb75_sub	o__Clostridiales (UID1212)	172	263	149	40	221	2	0	0	0	85.5	0.56	50
m14.mtb77_sub	f__Lachnospiraceae (UID1255)	90	354	174	40	299	14	1	0	0	90.63	3.68	70.59
m14.mtb78	o__Bacteroidales (UID2617)	213	406	265	10	387	9	0	0	0	97.55	2.83	44.44
m14.mtb8	k__Bacteria (UID2565)	2921	152	93	3	149	0	0	0	0	97.85	0	0
m14.mtb80	o__Bacteroidales (UID2617)	213	406	265	7	396	3	0	0	0	97.92	1.13	33.33
m14.mtb84_sub	o__Clostridiales (UID1212)	172	263	149	194	67	2	0	0	0	16.71	1.34	0
m14.mtb85	f__Lachnospiraceae (UID1255)	90	354	174	24	318	11	1	0	0	91.17	4.54	14.29
m14.mtb86	g__Lactobacillus (UID377)	91	430	154	152	276	2	0	0	0	64.17	0.11	0
m14.mtb9	k__Bacteria (UID1453)	901	171	117	51	119	1	0	0	0	62.03	0.85	0
m14.mtb93	f__Lachnospiraceae (UID1255)	90	354	174	9	339	6	0	0	0	96.5	2.38	0
m14.mtb95	o__Bacteroidales (UID2617)	213	406	265	61	338	6	1	0	0	89.45	2.58	22.22
m14.mtb99_sub	c__Clostridia (UID1118)	387	223	124	5	210	8	0	0	0	96.77	2.15	0
m14.mxb146	c__Clostridia (UID1085)	35	420	196	39	375	6	0	0	0	86.39	0.97	33.33
m14.mxb149	c__Deltaproteobacteria (UID3218)	61	284	169	6	272	6	0	0	0	96.45	2.96	16.67
m14.mxb171	o__Clostridiales (UID1212)	172	263	149	25	232	6	0	0	0	91.17	2.91	16.67
m14.mxb207_sub	o__Clostridiales (UID1212)	172	263	149	98	126	29	10	0	0	59.42	16.18	5.08
m14.mxb40	o__Bacteroidales (UID2617)	213	406	265	57	334	15	0	0	0	85.41	0.9	40
m14.mxb43	o__Campylobacterales (UID3068)	106	475	283	3	471	1	0	0	0	99.71	0.35	0
m14.mxb46	o__Bacteroidales (UID2617)	213	406	265	35	364	6	1	0	0	89.06	2.01	0
m14.mxb51	o__Bacteroidales (UID2617)	213	406	265	39	339	27	1	0	0	88.49	6.54	13.33
m14.mxb63_sub	o__Bacteroidales (UID2617)	213	406	265	17	365	24	0	0	0	95.09	6.05	29.17
m14.mxb83_sub	f__Lachnospiraceae (UID1286)	57	420	207	103	283	31	3	0	0	78.24	9.09	17.5
m14.mxb95	k__Bacteria (UID2569)	434	278	186	1	277	0	0	0	0	99.73	0	0
m14.mxb98	k__Bacteria (UID2982)	88	230	148	37	192	1	0	0	0	78.21	0.68	0
m14.vmb100	o__Bacteroidales (UID2617)	213	406	265	38	362	6	0	0	0	88.74	1.27	66.67
m14.vmb113	o__Lactobacillales (UID544)	293	475	267	4	470	1	0	0	0	99.25	0.09	0
m14.vmb115_sub	c__Clostridia (UID1118)	387	223	124	49	171	3	0	0	0	81.06	0.56	33.33
m14.vmb11_sub	c__Clostridia (UID1118)	387	223	124	32	187	3	1	0	0	81.85	1.34	50
m14.vmb121_sub	k__Bacteria (UID3187)	2258	186	116	4	177	5	0	0	0	97.41	4.31	20
m14.vmb125	o__Clostridiales (UID1212)	172	257	149	11	236	10	0	0	0	94.16	4.13	10
m14.vmb128	o__Bacteroidales (UID2617)	213	406	265	24	375	7	0	0	0	94.09	1.57	0
m14.vmb132	p__Bacteroidetes (UID2605)	350	315	209	73	231	11	0	0	0	74.17	2.92	9.09
m14.vmb146	o__Clostridiales (UID1212)	172	263	149	30	231	2	0	0	0	89.11	1.34	50
m14.vmb150	k__Bacteria (UID2372)	131	177	106	5	171	1	0	0	0	95.28	0.24	100
m14.vmb151	o__Clostridiales (UID1212)	172	263	149	8	250	5	0	0	0	94.97	0.92	40
m14.vmb157	o__Lactobacillales (UID374)	471	350	191	1	347	2	0	0	0	99.48	0.1	0
m14.vmb15_sub	o__Bacteroidales (UID2617)	213	406	265	104	298	4	0	0	0	74.52	0.64	75
m14.vmb160_sub	o__Bacteroidales (UID2617)	213	406	265	58	347	1	0	0	0	85.03	0.38	0
m14.vmb161	f__Lachnospiraceae (UID1255)	90	354	174	22	324	8	0	0	0	92.64	2.2	12.5
m14.vmb164_sub	k__Bacteria (UID1453)	901	171	117	27	113	31	0	0	0	80.34	19.75	9.68
m14.vmb169	o__Bacteroidales (UID2617)	213	406	265	10	358	38	0	0	0	97.36	9.31	5.26
m14.vmb176	p__Proteobacteria (UID3887)	1487	256	160	25	230	1	0	0	0	86.88	0.62	0
m14.vmb179	k__Bacteria (UID1453)	901	171	117	54	114	3	0	0	0	60.32	2.56	33.33
m14.vmb180	o__Clostridiales (UID1120)	304	250	143	10	239	1	0	0	0	95.08	0.7	0
m14.vmb27	o__Rickettsiales (UID3809)	83	324	211	101	216	7	0	0	0	61.02	2.61	14.29
m14.vmb28	f__Lachnospiraceae (UID1255)	90	354	174	39	312	3	0	0	0	87.39	1.44	0
m14.vmb37	f__Lachnospiraceae (UID1255)	90	354	174	16	332	6	0	0	0	94.62	1.92	0
m14.vmb39	c__Clostridia (UID1118)	387	223	124	40	182	0	1	0	0	85.44	0.05	0
m14.vmb42	c__Clostridia (UID1118)	387	223	124	15	207	1	0	0	0	90.32	0.03	0
m14.vmb43_sub	f__Lachnospiraceae (UID1255)	90	354	174	71	271	11	1	0	0	81.98	3.95	7.14
m14.vmb45	o__Bacteroidales (UID2617)	213	406	265	62	343	1	0	0	0	86.75	0.38	0
m14.vmb46	p__Bacteroidetes (UID2605)	350	314	208	46	266	2	0	0	0	82.45	0.96	0
m14.vmb57_sub	o__Bacteroidales (UID2617)	213	406	265	59	339	8	0	0	0	83.65	1.7	25
m14.vmb62	p__Actinobacteria (UID2112)	31	211	124	33	175	3	0	0	0	81.96	1.12	0
m14.vmb65	o__Clostridiales (UID1212)	172	263	149	17	245	0	0	1	0	90.94	0.06	16.67
m14.vmb66	c__Clostridia (UID1118)	387	223	124	21	200	2	0	0	0	89.45	0.88	100
m14.vmb70_sub	k__Bacteria (UID1453)	901	171	117	83	86	2	0	0	0	46.84	0.85	50
m14.vmb81	f__Lachnospiraceae (UID1286)	57	420	207	9	408	3	0	0	0	96.56	1.45	0
m14.vmb84	k__Bacteria (UID2372)	131	177	106	7	163	6	1	0	0	93.87	2.7	44.44
m14.vmb8_sub	o__Bacteroidales (UID2617)	213	406	265	99	296	11	0	0	0	81.14	3.08	18.18
m14.vmb90	f__Lachnospiraceae (UID1286)	57	420	207	67	346	7	0	0	0	81.52	2.66	14.29
m15.cct105	k__Bacteria (UID2372)	131	177	106	79	96	2	0	0	0	46.48	1.89	50
m15.cct106_sub	o__Clostridiales (UID1212)	172	263	149	36	222	5	0	0	0	80.65	1.55	40
m15.cct109_sub	f__Lachnospiraceae (UID1255)	90	354	174	37	310	7	0	0	0	87.5	2.06	28.57
m15.cct118_sub	c__Deltaproteobacteria (UID3218)	61	284	169	110	167	7	0	0	0	57.63	2.71	28.57
m15.cct119	k__Bacteria (UID2372)	131	177	106	95	78	4	0	0	0	42.69	0.88	0
m15.cct126_sub	o__Clostridiales (UID1212)	172	263	149	100	159	4	0	0	0	56.92	0.94	0
m15.cct127	o__Clostridiales (UID1212)	172	263	149	11	251	1	0	0	0	94.18	0.22	0
m15.cct143	o__Clostridiales (UID1226)	155	278	158	64	206	8	0	0	0	78.02	3.94	12.5
m15.cct162	o__Clostridiales (UID1226)	155	278	158	81	194	3	0	0	0	72.65	1.58	0
m15.cct169	o__Clostridiales (UID1212)	172	263	149	18	244	0	1	0	0	90.27	0.04	0
m15.cct181	f__Lachnospiraceae (UID1255)	90	354	174	9	342	3	0	0	0	95.98	1.34	0
m15.cct20	o__Clostridiales (UID1212)	172	263	149	73	167	23	0	0	0	63.36	8.84	82.61
m15.cct22	p__Bacteroidetes (UID2605)	350	315	209	39	271	5	0	0	0	85.83	1.41	40
m15.cct31_sub	o__Bacteroidales (UID2617)	213	406	265	163	229	14	0	0	0	57.59	3.53	21.43
m15.cct40_sub	p__Actinobacteria (UID2112)	31	211	124	82	126	3	0	0	0	55.46	1.61	0
m15.cct43_sub	g__Lactobacillus (UID377)	91	430	154	51	372	7	0	0	0	87.15	2.06	28.57
m15.cct44_sub	o__Clostridiales (UID1212)	172	263	149	57	190	9	6	1	0	78.66	8.26	6.06
m15.cct54	f__Lachnospiraceae (UID1255)	90	354	174	20	325	9	0	0	0	92.65	4.33	11.11
m15.cct57	p__Bacteroidetes (UID2605)	350	315	209	17	296	2	0	0	0	93.14	0.48	50
m15.cct58_sub	k__Bacteria (UID2495)	2993	147	91	18	122	7	0	0	0	83.45	2.59	42.86
m15.cct78	o__Clostridiales (UID1226)	155	278	158	3	270	5	0	0	0	98.1	1.33	0
m15.cct7_sub	o__Bacteroidales (UID2617)	213	406	265	47	354	5	0	0	0	92.83	1.64	20
m15.cct80_sub	c__Clostridia (UID1118)	387	223	124	40	175	8	0	0	0	78.37	2.7	12.5
m15.cct89_sub	o__Clostridiales (UID1212)	172	263	149	95	163	5	0	0	0	65.44	2.35	20
m15.mtb100	f__Lachnospiraceae (UID1286)	57	420	207	24	360	35	1	0	0	93.25	9.84	5.26
m15.mtb110	c__Clostridia (UID1118)	387	223	124	30	189	4	0	0	0	80.91	0.57	100
m15.mtb111_sub	o__Clostridiales (UID1212)	172	263	149	88	172	3	0	0	0	59.92	0.46	33.33
m15.mtb113	o__Bacteroidales (UID2617)	213	406	265	34	365	7	0	0	0	91.28	2.64	14.29
m15.mtb115	p__Bacteroidetes (UID2605)	350	314	208	12	265	33	4	0	0	96.74	15.51	31.11
m15.mtb121	c__Clostridia (UID1118)	387	223	124	24	195	4	0	0	0	86.7	2.02	75
m15.mtb126	f__Lachnospiraceae (UID1255)	90	354	174	3	322	29	0	0	0	98.66	9.67	0
m15.mtb127	f__Lachnospiraceae (UID1255)	90	354	174	37	303	14	0	0	0	89.95	4.5	71.43
m15.mtb128	o__Bacteroidales (UID2617)	213	406	265	29	344	32	1	0	0	92.64	10.69	2.86
m15.mtb129	k__Bacteria (UID2372)	131	176	105	61	114	1	0	0	0	63.77	0.95	0
m15.mtb13	g__Lactobacillus (UID380)	58	449	129	1	444	4	0	0	0	99.22	1.55	0
m15.mtb130_sub	f__Lachnospiraceae (UID1286)	57	420	207	15	392	13	0	0	0	96.69	4.32	0
m15.mtb138	c__Deltaproteobacteria (UID3218)	61	284	169	99	178	7	0	0	0	59.1	1.08	0
m15.mtb141	o__Bacteroidales (UID2617)	213	406	265	11	394	1	0	0	0	96.79	0.38	0
m15.mtb144	f__Lachnospiraceae (UID1286)	57	420	207	52	347	21	0	0	0	90.95	8.05	28.57
m15.mtb149	f__Lachnospiraceae (UID1255)	90	354	174	15	335	4	0	0	0	97.13	1.41	0
m15.mtb14_sub	o__Bacteroidales (UID2617)	213	406	265	34	365	7	0	0	0	96.73	2.2	14.29
m15.mtb150_sub	o__Bacteroidales (UID2617)	213	406	265	5	386	15	0	0	0	98.68	4.34	13.33
m15.mtb164	o__Clostridiales (UID1212)	172	263	149	4	252	7	0	0	0	97.99	3.26	14.29
m15.mtb179	o__Clostridiales (UID1212)	172	263	149	10	245	8	0	0	0	93.96	1.95	37.5
m15.mtb182	o__Clostridiales (UID1212)	172	263	149	1	258	4	0	0	0	99.33	2.03	0
m15.mtb184_sub	c__Deltaproteobacteria (UID3218)	61	284	169	82	197	5	0	0	0	71.81	2.43	0
m15.mtb194	o__Bacteroidales (UID2617)	213	406	265	20	371	14	1	0	0	94.44	3.18	17.65
m15.mtb195_sub	k__Bacteria (UID1453)	901	171	117	59	105	6	1	0	0	57.25	5.16	55.56
m15.mtb19_sub	o__Bacteroidales (UID2617)	213	406	265	32	366	8	0	0	0	93.36	2.52	37.5
m15.mtb21	f__Lachnospiraceae (UID1255)	90	354	174	31	312	11	0	0	0	93.09	3.35	9.09
m15.mtb210_sub	f__Lachnospiraceae (UID1255)	90	354	174	44	275	32	3	0	0	85.67	11.63	41.46
m15.mtb214_sub	p__Proteobacteria (UID3887)	1487	256	160	154	100	2	0	0	0	37.95	1.25	0
m15.mtb235	k__Bacteria (UID2569)	434	278	186	0	277	1	0	0	0	100	0.54	0
m15.mtb239	c__Clostridia (UID1118)	387	223	124	46	169	7	1	0	0	86.09	4.77	80
m15.mtb244	o__Lactobacillales (UID355)	490	336	184	2	331	3	0	0	0	98.91	1.1	0
m15.mtb25	f__Lachnospiraceae (UID1255)	90	354	174	40	288	24	2	0	0	87.99	9.17	23.33
m15.mtb26_sub	f__Lachnospiraceae (UID1255)	90	354	174	105	240	9	0	0	0	70.36	3.1	11.11
m15.mtb30	k__Bacteria (UID2569)	434	278	186	5	269	4	0	0	0	97.31	1.61	0
m15.mtb35	f__Lachnospiraceae (UID1255)	90	354	174	27	295	32	0	0	0	94.89	7.47	34.38
m15.mtb4	o__Clostridiales (UID1212)	172	257	149	22	224	11	0	0	0	88.57	5.08	36.36
m15.mtb48	o__Bacteroidales (UID2617)	213	406	265	5	388	13	0	0	0	98.3	4.09	38.46
m15.mtb50	o__Rickettsiales (UID3809)	83	324	211	90	230	4	0	0	0	65.64	1.66	0
m15.mtb61_sub	f__Lachnospiraceae (UID1255)	90	354	174	16	326	12	0	0	0	96.53	4.31	8.33
m15.mtb63	p__Bacteroidetes (UID2605)	350	314	208	6	307	1	0	0	0	97.68	0.48	0
m15.mtb67	f__Lachnospiraceae (UID1256)	33	333	171	8	323	2	0	0	0	95.91	0.31	50
m15.mtb72	f__Lachnospiraceae (UID1255)	90	354	174	23	322	8	1	0	0	91.84	3.64	9.09
m15.mtb73_sub	c__Clostridia (UID1118)	387	223	124	16	206	0	1	0	0	91.13	0.05	0
m15.mtb76_sub	o__Bacteroidales (UID2617)	213	406	265	44	346	16	0	0	0	89.52	5.03	43.75
m15.mtb77	o__Clostridiales (UID1212)	172	263	149	49	206	8	0	0	0	74.47	1.78	12.5
m15.mtb78	o__Clostridiales (UID1226)	155	278	158	14	257	7	0	0	0	92.41	3.64	57.14
m15.mtb84_sub	f__Lachnospiraceae (UID1286)	57	420	207	45	360	14	1	0	0	90.9	5.89	41.18
m15.mtb92_sub	c__Deltaproteobacteria (UID3218)	61	284	169	93	184	6	1	0	0	65.93	3	11.11
m15.mtb95	p__Bacteroidetes (UID2605)	350	316	210	12	301	3	0	0	0	94.52	1.43	0
m15.mtb98	o__Campylobacterales (UID3068)	106	477	284	30	444	3	0	0	0	94.41	0.14	0
m15.mtb99_sub	k__Bacteria (UID1453)	901	171	117	59	111	1	0	0	0	59.61	0.85	0
m15.mxb123	c__Clostridia (UID1085)	35	420	196	61	350	8	1	0	0	80.42	2.68	9.09
m15.mxb14	o__Campylobacterales (UID3068)	106	475	283	3	471	0	1	0	0	99.71	0.71	33.33
m15.mxb18_sub	o__Clostridiales (UID1212)	172	263	149	189	74	0	0	0	0	15.77	0	0
m15.mxb22	k__Bacteria (UID3187)	2258	186	116	3	179	4	0	0	0	97.41	3.45	0
m15.mxb29	k__Bacteria (UID2982)	88	230	148	37	192	1	0	0	0	78.21	0.68	0
m15.mxb64_sub	f__Lachnospiraceae (UID1255)	90	354	174	28	318	8	0	0	0	91.29	3.21	12.5
m15.mxb67	o__Clostridiales (UID1212)	172	263	149	36	217	9	1	0	0	82.42	1.61	8.33
m15.mxb71_sub	p__Bacteroidetes (UID2605)	350	314	208	40	234	37	3	0	0	89.91	11.99	39.13
m15.mxb73_sub	k__Bacteria (UID203)	5449	104	58	12	92	0	0	0	0	84.17	0	0
m15.mxb84	o__Bacteroidales (UID2617)	213	406	265	34	367	5	0	0	0	94.15	1.51	0
m15.vmb101	f__Lachnospiraceae (UID1286)	57	420	207	23	394	3	0	0	0	94.14	1.45	0
m15.vmb106	o__Bacteroidales (UID2617)	213	406	265	41	358	7	0	0	0	88.9	1.95	42.86
m15.vmb109	o__Bacteroidales (UID2617)	213	406	265	34	366	6	0	0	0	90.94	1.42	50
m15.vmb121	o__Clostridiales (UID1226)	155	278	158	71	205	2	0	0	0	74.92	0.79	50
m15.vmb122	p__Bacteroidetes (UID2605)	350	314	208	12	296	6	0	0	0	95.43	1.65	50
m15.vmb131	c__Clostridia (UID1118)	387	223	124	34	187	1	1	0	0	79.54	2.42	0
m15.vmb142	p__Bacteroidetes (UID2605)	350	314	208	33	280	1	0	0	0	87.34	0.02	100
m15.vmb145_sub	k__Bacteria (UID2372)	131	177	106	4	166	7	0	0	0	96.23	2.9	14.29
m15.vmb148	c__Clostridia (UID1118)	387	223	124	34	188	1	0	0	0	81.25	0.03	0
m15.vmb153	f__Lachnospiraceae (UID1286)	57	420	207	63	351	6	0	0	0	83.09	2.9	0
m15.vmb155	f__Lachnospiraceae (UID1286)	57	420	207	54	362	4	0	0	0	85.99	1.69	0
m15.vmb162	f__Mycoplasmataceae (UID2414)	89	228	130	91	134	3	0	0	0	49.21	1.35	0
m15.vmb169	k__Bacteria (UID1453)	901	171	117	52	118	1	0	0	0	61.18	0.85	0
m15.vmb17	o__Clostridiales (UID1226)	155	278	158	13	260	4	1	0	0	94.3	2.06	42.86
m15.vmb172	f__Lachnospiraceae (UID1255)	90	354	174	24	324	6	0	0	0	91.57	1.15	0
m15.vmb174	o__Bacteroidales (UID2617)	213	406	265	76	328	2	0	0	0	79.25	0.38	0
m15.vmb26	k__Bacteria (UID2569)	434	278	186	18	259	1	0	0	0	91.13	0.02	100
m15.vmb3	f__Lachnospiraceae (UID1255)	90	354	174	46	305	3	0	0	0	84.26	1.23	0
m15.vmb31_sub	k__Bacteria (UID2565)	2921	152	93	54	98	0	0	0	0	69.32	0	0
m15.vmb35	k__Bacteria (UID1453)	901	171	117	56	110	5	0	0	0	59.04	1.22	20
m15.vmb40	f__Lachnospiraceae (UID1256)	33	333	171	33	293	5	2	0	0	89.67	1.73	18.18
m15.vmb41_sub	o__Lactobacillales (UID374)	471	350	191	57	286	7	0	0	0	80.48	1.81	28.57
m15.vmb43_sub	o__Clostridiales (UID1212)	172	263	149	79	177	7	0	0	0	64.99	2.1	42.86
m15.vmb48	c__Clostridia (UID1118)	387	223	124	51	171	1	0	0	0	77.88	0.03	0
m15.vmb52	c__Clostridia (UID1118)	387	223	124	46	176	1	0	0	0	74.57	0.03	0
m15.vmb6	o__Clostridiales (UID1212)	172	263	149	7	252	4	0	0	0	96.92	2.35	0
m15.vmb65	o__Bacteroidales (UID2617)	213	406	265	74	330	2	0	0	0	81.55	0.75	100
m15.vmb71	o__Bacteroidales (UID2617)	213	406	265	27	378	1	0	0	0	93.33	0.02	0
m15.vmb77	c__Clostridia (UID1118)	387	223	124	13	208	2	0	0	0	93.55	1.21	0
m15.vmb80	k__Bacteria (UID2982)	88	230	148	37	190	3	0	0	0	77.36	1.07	0
m15.vmb82_sub	o__Bacteroidales (UID2617)	213	406	265	89	308	9	0	0	0	80.72	2.58	11.11
m16.cct108	o__Bacteroidales (UID2617)	213	406	265	4	399	3	0	0	0	98.68	0.46	66.67
m16.cct109_sub	o__Clostridiales (UID1212)	172	263	149	27	228	8	0	0	0	89.86	3.94	25
m16.cct114	k__Bacteria (UID3187)	2258	186	116	4	179	3	0	0	0	96.55	2.59	0
m16.cct144_sub	o__Bacteroidales (UID2617)	213	406	265	36	361	9	0	0	0	90.53	1.82	11.11
m16.cct20	c__Clostridia (UID1118)	387	223	124	20	202	1	0	0	0	88.64	0.03	0
m16.cct22_sub	k__Bacteria (UID203)	5449	104	58	4	69	21	10	0	0	94.83	25.24	82.35
m16.cct27_sub	c__Clostridia (UID1085)	35	420	196	63	349	8	0	0	0	80.16	1.28	25
m16.cct35	c__Deltaproteobacteria (UID3218)	61	284	169	25	254	5	0	0	0	88.86	1.41	20
m16.cct4_sub	k__Bacteria (UID2495)	2993	147	91	34	101	11	0	1	0	78.56	11.39	0
m16.cct58	c__Spirochaetia (UID2496)	72	215	125	25	185	5	0	0	0	86.17	2.47	0
m16.cct73_sub	f__Lachnospiraceae (UID1255)	90	354	174	34	316	4	0	0	0	87.75	1.32	0
m16.cct77_sub	o__Clostridiales (UID1212)	172	263	149	29	231	3	0	0	0	87.58	1.07	0
m16.cct82_sub	k__Bacteria (UID2569)	434	278	186	79	195	4	0	0	0	69.94	1.79	50
m16.cct9	o__Clostridiales (UID1212)	172	263	149	79	180	3	1	0	0	68.17	1.11	0
m16.mtb106_sub	c__Deltaproteobacteria (UID3218)	61	284	169	168	114	2	0	0	0	38.44	1.18	0
m16.mtb108_sub	f__Lachnospiraceae (UID1255)	90	354	174	17	321	15	1	0	0	93.11	6.89	38.89
m16.mtb109_sub	f__Lachnospiraceae (UID1255)	90	354	174	8	322	23	1	0	0	97.93	8.96	19.23
m16.mtb110_sub	k__Bacteria (UID2495)	2993	147	91	80	67	0	0	0	0	34.88	0	0
m16.mtb111	p__Bacteroidetes (UID2605)	350	314	208	49	251	14	0	0	0	91.67	5.77	35.71
m16.mtb120	o__Clostridiales (UID1212)	172	261	148	17	240	4	0	0	0	93.92	2.7	0
m16.mtb128	c__Clostridia (UID1118)	387	223	124	9	212	2	0	0	0	95.56	0.23	0
m16.mtb132	k__Bacteria (UID2565)	2921	152	93	3	149	0	0	0	0	97.85	0	0
m16.mtb134_sub	o__Clostridiales (UID1212)	172	263	149	84	170	9	0	0	0	62.35	2.93	11.11
m16.mtb139	f__Lachnospiraceae (UID1255)	90	354	174	24	321	8	1	0	0	93.25	2.01	0
m16.mtb140_sub	o__Clostridiales (UID1212)	172	263	149	196	64	3	0	0	0	23.34	1.34	33.33
m16.mtb159_sub	f__Lachnospiraceae (UID1255)	90	354	174	32	307	15	0	0	0	90.34	5.64	13.33
m16.mtb160	o__Bacteroidales (UID2617)	213	406	265	6	386	14	0	0	0	98.3	2.11	21.43
m16.mtb163_sub	p__Bacteroidetes (UID2605)	350	315	209	1	298	16	0	0	0	99.84	5.41	12.5
m16.mtb164	o__Clostridiales (UID1212)	172	263	149	10	250	3	0	0	0	94.85	0.92	0
m16.mtb17	k__Bacteria (UID2329)	174	149	89	82	64	3	0	0	0	29.71	1.73	0
m16.mtb172	k__Bacteria (UID2569)	434	278	186	1	277	0	0	0	0	99.73	0	0
m16.mtb176	o__Bacteroidales (UID2617)	213	406	265	6	384	16	0	0	0	97.92	3.33	6.25
m16.mtb181	f__Lachnospiraceae (UID1255)	90	354	174	29	318	6	1	0	0	93.38	2.52	11.11
m16.mtb186	o__Lactobacillales (UID355)	490	336	184	1	334	1	0	0	0	99.46	0.54	0
m16.mtb190_sub	o__Clostridiales (UID1212)	172	263	149	59	186	17	1	0	0	81.57	8.6	5
m16.mtb196_sub	k__Bacteria (UID2372)	131	177	106	43	133	1	0	0	0	71.95	0.94	0
m16.mtb197	o__Clostridiales (UID1212)	172	263	149	21	240	2	0	0	0	89.65	1.01	50
m16.mtb205	o__Clostridiales (UID1212)	172	263	149	92	168	3	0	0	0	66.45	1.36	66.67
m16.mtb208_sub	f__Lachnospiraceae (UID1255)	90	354	174	72	275	7	0	0	0	82.54	2.44	42.86
m16.mtb212_sub	k__Bacteria (UID2372)	131	177	106	50	124	3	0	0	0	63.05	1.89	33.33
m16.mtb216	o__Clostridiales (UID1226)	155	278	158	28	244	6	0	0	0	86.9	3.48	16.67
m16.mtb219	g__Lactobacillus (UID377)	91	430	154	23	405	2	0	0	0	94.4	0.81	0
m16.mtb22	c__Clostridia (UID1118)	387	223	124	10	209	4	0	0	0	95.16	2.42	0
m16.mtb222	c__Clostridia (UID1118)	387	223	124	22	200	1	0	0	0	88.31	0.03	0
m16.mtb225	c__Clostridia (UID1118)	387	223	124	11	211	1	0	0	0	93.95	0.03	0
m16.mtb228	f__Lachnospiraceae (UID1255)	90	354	174	35	313	4	2	0	0	92.76	2.75	10
m16.mtb229	f__Lachnospiraceae (UID1255)	90	354	174	23	312	19	0	0	0	91.04	5.87	36.84
m16.mtb233_sub	o__Clostridiales (UID1212)	172	263	149	162	94	7	0	0	0	37.45	3.69	0
m16.mtb235_sub	o__Clostridiales (UID1226)	155	278	158	37	225	16	0	0	0	86.27	5.1	43.75
